"sampleID","colnames","scenario","CurveID","func","param","error","x_true_peak","true_peaked","C_0.625","C_0.875","C_0.600","C_0.800","C_0.500","C_incl_peak","n_CI","n_peak","n_trough"
15440,"X15440","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15441,"X15441","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,1,0,1,1,1,1,0
15442,"X15442","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,1,0,1,1,1,1,0
15443,"X15443","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15444,"X15444","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15445,"X15445","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15446,"X15446","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,1,1,1,1,0
15447,"X15447","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15448,"X15448","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15449,"X15449","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15450,"X15450","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,1,1,1,1,0
15451,"X15451","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15452,"X15452","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,0,1,0,1,1,1,1,0
15453,"X15453","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15454,"X15454","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15455,"X15455","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15456,"X15456","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,1,1,2,1,1
15457,"X15457","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,1,0,1,1,1,1,0
15458,"X15458","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,1,0,1,1,1,1,0
15459,"X15459","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15460,"X15460","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,0,1,0,1,1,1,1,0
15461,"X15461","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,1,0,1,1,1,1,0
15462,"X15462","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15463,"X15463","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15464,"X15464","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,1,0,1,1,1,1,0
15465,"X15465","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,1,0,1,1,1,1,0
15466,"X15466","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,1,0,1,1,1,1,0
15467,"X15467","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15468,"X15468","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15469,"X15469","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15470,"X15470","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,0,0,0,0,0
15471,"X15471","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15472,"X15472","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15473,"X15473","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15474,"X15474","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,1,0,1,1,1,1,0
15475,"X15475","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15476,"X15476","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15477,"X15477","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15478,"X15478","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,1,1,1,1,0
15479,"X15479","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15480,"X15480","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15481,"X15481","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15482,"X15482","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,1,1,1,1,1,0
15483,"X15483","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15484,"X15484","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15485,"X15485","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15486,"X15486","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15487,"X15487","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15488,"X15488","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,1,1,1,1,0
15489,"X15489","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15490,"X15490","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15491,"X15491","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15492,"X15492","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15493,"X15493","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,1,0,1,1,1,1,0
15494,"X15494","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,1,0,1,1,1,1,0
15495,"X15495","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15496,"X15496","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15497,"X15497","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,1,0,1,1,1,1,0
15498,"X15498","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15499,"X15499","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15500,"X15500","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15501,"X15501","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15502,"X15502","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,1,1,1,1,0
15503,"X15503","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15504,"X15504","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15505,"X15505","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15506,"X15506","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15507,"X15507","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15508,"X15508","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15509,"X15509","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15510,"X15510","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,1,0,1,1,1,1,0
15511,"X15511","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15512,"X15512","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,0,1,0,1,1,1,1,0
15513,"X15513","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15514,"X15514","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,0,0,0,0,0
15515,"X15515","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15516,"X15516","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15517,"X15517","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15518,"X15518","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,2,1,1
15519,"X15519","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,1,1,1,1,0
15520,"X15520","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,1,1,1,1,1,1,1,0
15521,"X15521","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,0,0,1,1,0
15522,"X15522","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15523,"X15523","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15524,"X15524","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15525,"X15525","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15526,"X15526","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15527,"X15527","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15528,"X15528","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15529,"X15529","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15530,"X15530","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,0,0,0,0,0
15531,"X15531","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15532,"X15532","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,1,0,1,1,1,1,0
15533,"X15533","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15534,"X15534","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15535,"X15535","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15536,"X15536","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15537,"X15537","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15538,"X15538","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15539,"X15539","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,1,1,1,1,0
15540,"X15540","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15541,"X15541","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,1,0,1,1,1,1,0
15542,"X15542","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,1,1,1,1,0
15543,"X15543","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15544,"X15544","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15545,"X15545","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15546,"X15546","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,1,1,1,1,0
15547,"X15547","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15548,"X15548","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15549,"X15549","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15550,"X15550","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15551,"X15551","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15552,"X15552","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,1,1,1,1,1,1,1,0
15553,"X15553","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15554,"X15554","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15555,"X15555","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15556,"X15556","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15557,"X15557","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15558,"X15558","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15559,"X15559","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15560,"X15560","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15561,"X15561","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15562,"X15562","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,1,1,1,1,0
15563,"X15563","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15564,"X15564","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15565,"X15565","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15566,"X15566","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,0,0,2,1,1
15567,"X15567","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15568,"X15568","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,0,1,0,1,1,1,1,0
15569,"X15569","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15570,"X15570","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,0,0,0,0,0
15571,"X15571","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15572,"X15572","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,0,1,0,1,1,1,1,0
15573,"X15573","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15574,"X15574","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15575,"X15575","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,1,1,1,1,0
15576,"X15576","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,1,0,1,1,1,1,0
15577,"X15577","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15578,"X15578","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15579,"X15579","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15580,"X15580","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,0,1,0,1,1,1,1,0
15581,"X15581","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15582,"X15582","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,0,0,0,0,0
15583,"X15583","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,1,0,1,1,1,1,0
15584,"X15584","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15585,"X15585","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15586,"X15586","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15587,"X15587","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15588,"X15588","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,0,1,0,1,1,1,1,0
15589,"X15589","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,2,1,1
15590,"X15590","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,1,1,1,1,1,1,1,0
15591,"X15591","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15592,"X15592","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15593,"X15593","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15594,"X15594","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15595,"X15595","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,1,1,0
15596,"X15596","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,1,1,1,1,0
15597,"X15597","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15598,"X15598","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,1,1,1,1,1,1,1,0
15599,"X15599","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,1,0,0,0,3,2,1
15600,"X15600","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15601,"X15601","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15602,"X15602","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15603,"X15603","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15604,"X15604","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15605,"X15605","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15606,"X15606","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,0,0,0,0,0
15607,"X15607","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,1,1,1,1,0
15608,"X15608","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,0,1,0,1,1,1,1,0
15609,"X15609","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15610,"X15610","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15611,"X15611","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,1,1,1,1,1,0
15612,"X15612","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15613,"X15613","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15614,"X15614","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,0,0,0,0,0
15615,"X15615","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,1,1,1,1,1,0
15616,"X15616","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15617,"X15617","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15618,"X15618","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15619,"X15619","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15620,"X15620","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,0,1,0,1,1,1,1,0
15621,"X15621","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15622,"X15622","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,0,0,0,0,0
15623,"X15623","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,1,1,1,1,1,0
15624,"X15624","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15625,"X15625","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15626,"X15626","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15627,"X15627","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,1,1,1,1,1,0
15628,"X15628","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15629,"X15629","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,1,0,1,1,1,1,0
15630,"X15630","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15631,"X15631","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15632,"X15632","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,0,0,0,0,0,0,0
15633,"X15633","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
15634,"X15634","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,1,1,1,1,0
15635,"X15635","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,0,1,1,1,1,0
15636,"X15636","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,1,0,0,1,1,5,3,2
15637,"X15637","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,1,0,1,1,1,1,0
15638,"X15638","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15639,"X15639","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,1,0,1,1,1,1,1,1,0
15640,"X15640","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,0,1,0,1,1,1,1,0
15641,"X15641","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15642,"X15642","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,1,0,1,0,1,1,1,1,0
15643,"X15643","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,1,1,1,1,0
15644,"X15644","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,1,0,1,0,1,1,1,1,0
15645,"X15645","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,1,0,1,0,1,1,1,1,0
15646,"X15646","norm-var-sd80.3","norm-var-sd8","norm-var-sd",8,0.3,0.5,1,0,0,0,0,1,1,1,1,0
15647,"X15647","norm-var-sd80.4","norm-var-sd8","norm-var-sd",8,0.4,0.5,1,0,0,0,0,0,0,0,0,0
15648,"X15648","norm-var-sd80.5","norm-var-sd8","norm-var-sd",8,0.5,0.5,1,0,0,1,0,1,1,1,1,0
15649,"X15649","norm-var-sd80.2","norm-var-sd8","norm-var-sd",8,0.2,0.5,1,0,0,0,0,1,1,1,1,0
