"sampleID","colnames","scenario","CurveID","func","param","error","x_true_peak","true_peaked","C_0.625","C_0.875","C_0.600","C_0.800","C_0.500","C_incl_peak","n_CI","n_peak","n_trough"
1,"X1","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
2,"X2","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
3,"X3","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,1,0,1,1,1,0
4,"X4","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
5,"X5","beta60.2","beta6","beta",6,0.2,0.625,1,1,1,1,0,0,1,2,1,1
6,"X6","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
7,"X7","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
8,"X8","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,1,1,1,1,1,0
9,"X9","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
10,"X10","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
11,"X11","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
12,"X12","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,0,1,1,1,0
13,"X13","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
14,"X14","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,3,1,2
15,"X15","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
16,"X16","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
17,"X17","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
18,"X18","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
19,"X19","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
20,"X20","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,1,1,1,3,2,1
21,"X21","beta60.2","beta6","beta",6,0.2,0.625,1,0,0,1,0,1,0,1,1,0
22,"X22","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,2,1,1
23,"X23","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
24,"X24","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
25,"X25","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
26,"X26","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
27,"X27","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
28,"X28","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
29,"X29","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,0,0,0,1,1,1,0
30,"X30","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
31,"X31","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
32,"X32","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,0,1,1,1,0
33,"X33","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
34,"X34","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
35,"X35","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
36,"X36","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
37,"X37","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
38,"X38","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
39,"X39","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
40,"X40","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
41,"X41","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,1,1,1,1,0
42,"X42","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
43,"X43","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
44,"X44","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
45,"X45","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
46,"X46","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,2,1,1
47,"X47","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
48,"X48","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,1,1,1,1,0
49,"X49","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
50,"X50","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
51,"X51","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
52,"X52","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
53,"X53","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
54,"X54","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
55,"X55","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
56,"X56","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
57,"X57","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
58,"X58","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
59,"X59","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
60,"X60","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,1,1,1,1,1,0
61,"X61","beta60.2","beta6","beta",6,0.2,0.625,1,0,0,0,1,0,0,1,1,0
62,"X62","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
63,"X63","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
64,"X64","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,1,1,1,1,1,0
65,"X65","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
66,"X66","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
67,"X67","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
68,"X68","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
69,"X69","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
70,"X70","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
71,"X71","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
72,"X72","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
73,"X73","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
74,"X74","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
75,"X75","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
76,"X76","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,1,1,1,1,0
77,"X77","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
78,"X78","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,2,1,1
79,"X79","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
80,"X80","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
81,"X81","beta60.2","beta6","beta",6,0.2,0.625,1,0,0,0,0,0,0,1,1,0
82,"X82","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
83,"X83","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
84,"X84","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
85,"X85","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
86,"X86","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
87,"X87","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
88,"X88","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,1,0,1,1,1,0
89,"X89","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,1,1,1,1,0
90,"X90","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,2,1,1
91,"X91","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
92,"X92","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
93,"X93","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
94,"X94","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
95,"X95","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,2,1,1
96,"X96","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
97,"X97","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
98,"X98","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
99,"X99","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
100,"X100","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
101,"X101","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
102,"X102","beta60.3","beta6","beta",6,0.3,0.625,1,0,0,0,0,0,0,0,0,0
103,"X103","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
104,"X104","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,1,1,1,1,0
105,"X105","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
106,"X106","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
107,"X107","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
108,"X108","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
109,"X109","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
110,"X110","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,0,0,0,1,1,1,0
111,"X111","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
112,"X112","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
113,"X113","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
114,"X114","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
115,"X115","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
116,"X116","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,1,1,1,1,0
117,"X117","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
118,"X118","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
119,"X119","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,1,1,1,2,1,1
120,"X120","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
121,"X121","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
122,"X122","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
123,"X123","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
124,"X124","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,1,1,1,1,1,0
125,"X125","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
126,"X126","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
127,"X127","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
128,"X128","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,0,1,1,1,0
129,"X129","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
130,"X130","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
131,"X131","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
132,"X132","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
133,"X133","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,1,1,1,1,0
134,"X134","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
135,"X135","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
136,"X136","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
137,"X137","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
138,"X138","beta60.3","beta6","beta",6,0.3,0.625,1,0,0,0,0,0,0,1,0,1
139,"X139","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
140,"X140","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
141,"X141","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
142,"X142","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
143,"X143","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
144,"X144","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,1,1,1,1,0
145,"X145","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,2,1,1
146,"X146","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
147,"X147","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
148,"X148","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
149,"X149","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
150,"X150","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
151,"X151","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,1,0,1,1,1,0
152,"X152","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
153,"X153","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,0,0,0,1,1,1,0
154,"X154","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,2,1,1
155,"X155","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
156,"X156","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
157,"X157","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
158,"X158","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
159,"X159","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
160,"X160","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
161,"X161","beta60.2","beta6","beta",6,0.2,0.625,1,0,0,0,0,0,0,4,2,2
162,"X162","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
163,"X163","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
164,"X164","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,0,1,1,1,0
165,"X165","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
166,"X166","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
167,"X167","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
168,"X168","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
169,"X169","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
170,"X170","beta60.3","beta6","beta",6,0.3,0.625,1,0,0,0,0,0,0,0,0,0
171,"X171","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
172,"X172","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
173,"X173","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
174,"X174","beta60.3","beta6","beta",6,0.3,0.625,1,0,0,0,0,0,0,1,1,0
175,"X175","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,1,0,1,1,1,0
176,"X176","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,1,0,1,1,1,0
177,"X177","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
178,"X178","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
179,"X179","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
180,"X180","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
181,"X181","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
182,"X182","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
183,"X183","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
184,"X184","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
185,"X185","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
186,"X186","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
187,"X187","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
188,"X188","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
189,"X189","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,1,1,1,1,0
190,"X190","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
191,"X191","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
192,"X192","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
193,"X193","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
194,"X194","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
195,"X195","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
196,"X196","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
197,"X197","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
198,"X198","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
199,"X199","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
200,"X200","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
201,"X201","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
202,"X202","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
203,"X203","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
204,"X204","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
205,"X205","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
206,"X206","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
207,"X207","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
208,"X208","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
209,"X209","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
210,"X210","beta60.3","beta6","beta",6,0.3,0.625,1,0,0,0,0,0,0,0,0,0
211,"X211","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,1,0,1,1,1,0
212,"X212","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
213,"X213","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
214,"X214","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
215,"X215","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
216,"X216","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
217,"X217","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
218,"X218","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
219,"X219","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
220,"X220","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
221,"X221","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,1,1,1,1,0
222,"X222","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
223,"X223","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
224,"X224","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
225,"X225","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
226,"X226","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
227,"X227","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
228,"X228","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,1,1,1,1,0
229,"X229","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,1,1,1,1,0
230,"X230","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
231,"X231","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
232,"X232","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
233,"X233","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
234,"X234","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
235,"X235","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
236,"X236","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
237,"X237","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
238,"X238","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
239,"X239","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
240,"X240","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
241,"X241","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
242,"X242","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,2,1,1
243,"X243","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
244,"X244","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
245,"X245","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
246,"X246","beta60.3","beta6","beta",6,0.3,0.625,1,0,0,0,0,0,0,0,0,0
247,"X247","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
248,"X248","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
249,"X249","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
250,"X250","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
251,"X251","beta60.4","beta6","beta",6,0.4,0.625,1,1,1,1,1,1,1,1,1,0
252,"X252","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,0,1,1,1,0
253,"X253","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,2,1,1
254,"X254","beta60.3","beta6","beta",6,0.3,0.625,1,0,0,0,0,0,0,0,0,0
255,"X255","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
256,"X256","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
257,"X257","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,1,1,1,1,0
258,"X258","beta60.3","beta6","beta",6,0.3,0.625,1,0,0,0,0,0,0,0,0,0
259,"X259","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
260,"X260","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,0,1,1,1,1,0
261,"X261","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,3,2,1
262,"X262","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
263,"X263","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
264,"X264","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
265,"X265","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
266,"X266","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,1,1,1,1,0
267,"X267","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
268,"X268","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
269,"X269","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
270,"X270","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
271,"X271","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,1,1,1,1,0
272,"X272","beta60.5","beta6","beta",6,0.5,0.625,1,1,0,1,1,0,1,1,1,0
273,"X273","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
274,"X274","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
275,"X275","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,2,1,1
276,"X276","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
277,"X277","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,2,1,1
278,"X278","beta60.3","beta6","beta",6,0.3,0.625,1,1,0,1,0,0,1,1,1,0
279,"X279","beta60.4","beta6","beta",6,0.4,0.625,1,0,0,0,0,0,0,0,0,0
280,"X280","beta60.5","beta6","beta",6,0.5,0.625,1,0,0,0,0,0,0,0,0,0
281,"X281","beta60.2","beta6","beta",6,0.2,0.625,1,1,0,1,0,0,1,1,1,0
282,"X282","beta60.3","beta6","beta",6,0.3,0.625,1,0,0,0,0,0,0,0,0,0
283,"X283","beta60.4","beta6","beta",6,0.4,0.625,1,1,0,1,0,0,1,1,1,0
