"sampleID","p_val","Rsq_adj","edf","dev_expl"
1,0.000138955039405975,0.768629005878394,4.69215751515611,0.825767382134017
5,1.03373159759945e-06,0.951075784277753,8.54291662259596,0.973073441948335
9,8.8652301943104e-05,0.790397293182368,5.03348240214851,0.845925268772328
13,2.61097239557806e-05,0.821758917387061,4.68783991090966,0.865736057431097
17,5.69777535125437e-06,0.847880831324509,4.38265617941529,0.882969568935201
21,1.70710776554728e-05,0.834695168300098,4.6939413496729,0.875533651711514
25,3.79071496520167e-05,0.812981435824104,4.85220886679132,0.860742127158255
29,4.20805866982454e-05,0.818410329383231,5.33066411718859,0.86935735786791
33,5.23282101253519e-05,0.802640604758629,4.84748941284732,0.852993108914339
37,0.00131068152746061,0.644806507890852,3.90565741825124,0.717820407752466
41,3.48185826217207e-05,0.843168348875432,5.88432293960973,0.891739300579072
45,0.000654851753272068,0.667808590727347,3.66970782939435,0.731968875751841
49,4.03896366582002e-05,0.8049365306039,4.53947195161089,0.851541012083242
53,0.00129859547697136,0.674477438961118,4.50396683461129,0.751642850478847
57,6.17921284927214e-05,0.776908641027718,4.39639618604335,0.828529588381663
61,1.55193531001796e-05,0.840740486430392,4.90789568391816,0.881878859023612
65,5.62347212558212e-05,0.801394828247721,4.90520361997568,0.852668449691151
69,0.000112674454402883,0.751104244700295,4.1802156861372,0.805864136306442
73,6.99329880181065e-05,0.790719670514584,4.67402125201669,0.842202865653736
77,3.09395793959832e-05,0.815259086863803,4.63905247781616,0.860365549539513
81,4.91086643111815e-05,0.831445743770887,5.755173690494,0.882501481711443
85,7.01605999692267e-06,0.872341149792794,4.81283769360841,0.904678061698055
89,7.03489825282233e-06,0.877058132142208,5.15014771158528,0.910382804742515
93,8.04457196063035e-06,0.870016668653907,5.17045959137164,0.90538896140532
97,0.000584267309015341,0.717427815223807,4.77483356608048,0.788440191682231
101,0.000536406235941977,0.726450660459299,4.97366100794377,0.798058117502581
105,2.20357652095382e-05,0.837802352467522,5.3516480555408,0.883487864311231
109,1.28947064701457e-05,0.855633184873788,5.42439922573865,0.896849144883945
113,2.57452990783391e-05,0.83216377973434,5.39178278486629,0.879792013581993
117,5.33376792488105e-05,0.804268551090777,5.01228124525182,0.855903344273601
121,5.41670525996962e-05,0.813734526319406,5.43856820261381,0.867051235919621
125,5.43062420512719e-05,0.797676962598928,4.62389896416068,0.846914924865489
129,0.000149211350740142,0.749320341422844,4.47115784661892,0.808311305761529
