"sampleID","param","error","scam_p","scam_u","quad_u","rmax_u","rmed_u","rprop_u","lines3_u","func","CurveID","SN"
17793,2,0.2,0.483416746259155,0,0,0,0,0,0,"polynomial","polynomial2",5
17797,2,0.2,0.0626159559490802,0,0,0,0,0,0,"polynomial","polynomial2",5
17801,2,0.2,0.494356484953557,0,0,0,0,0,0,"polynomial","polynomial2",5
17805,2,0.2,0.71207048969985,0,0,0,0,0,0,"polynomial","polynomial2",5
17809,2,0.2,0.139139542814803,0,0,0,0,0,0,"polynomial","polynomial2",5
17813,2,0.2,0.642474510239609,0,0,0,0,0,0,"polynomial","polynomial2",5
17817,2,0.2,0.312506329814597,0,0,0,0,0,0,"polynomial","polynomial2",5
17821,2,0.2,0.439963731799552,0,0,0,0,0,0,"polynomial","polynomial2",5
17825,2,0.2,0.733898413863996,0,0,0,0,0,0,"polynomial","polynomial2",5
17829,2,0.2,0.211438173695145,0,0,0,0,0,0,"polynomial","polynomial2",5
17833,2,0.2,0.647379137055193,0,0,0,0,0,0,"polynomial","polynomial2",5
17837,2,0.2,0.682314640383411,0,0,0,0,0,0,"polynomial","polynomial2",5
17841,2,0.2,0.633661772866061,0,0,0,0,0,0,"polynomial","polynomial2",5
17845,2,0.2,0.388122170926383,0,0,0,0,0,0,"polynomial","polynomial2",5
17849,2,0.2,0.0573387112597673,0,1,0,0,0,0,"polynomial","polynomial2",5
17853,2,0.2,0.875065111074103,0,0,0,0,0,0,"polynomial","polynomial2",5
17857,2,0.2,0.114931671728589,0,0,0,0,0,0,"polynomial","polynomial2",5
17861,2,0.2,0.433990705010919,0,0,0,0,0,0,"polynomial","polynomial2",5
17865,2,0.2,0.683571741749339,0,0,0,0,0,0,"polynomial","polynomial2",5
17869,2,0.2,0.76553499245029,0,0,0,0,0,0,"polynomial","polynomial2",5
17873,2,0.2,0.20457415488297,0,0,0,0,0,0,"polynomial","polynomial2",5
17877,2,0.2,0.784860332844452,0,0,0,0,0,0,"polynomial","polynomial2",5
17881,2,0.2,0.108015938217972,0,0,0,0,0,0,"polynomial","polynomial2",5
17885,2,0.2,0.737948163290421,0,0,0,0,0,0,"polynomial","polynomial2",5
17889,2,0.2,0.653466096652911,0,0,0,0,0,0,"polynomial","polynomial2",5
17893,2,0.2,0.336220931864273,0,0,0,0,0,0,"polynomial","polynomial2",5
17897,2,0.2,0.778678551504049,0,0,0,0,0,0,"polynomial","polynomial2",5
17901,2,0.2,0.623506172520793,0,0,0,0,0,0,"polynomial","polynomial2",5
17905,2,0.2,0.973837236273051,0,0,0,0,0,0,"polynomial","polynomial2",5
17909,2,0.2,0.325123545529488,0,0,0,0,0,0,"polynomial","polynomial2",5
17913,2,0.2,0.256287163929602,0,0,0,0,0,0,"polynomial","polynomial2",5
17917,2,0.2,0.454058295089948,0,0,0,0,0,0,"polynomial","polynomial2",5
17921,2,0.2,0.333662676950221,0,0,0,0,0,0,"polynomial","polynomial2",5
17925,2,0.2,0.985928836393629,0,0,0,0,0,0,"polynomial","polynomial2",5
17929,2,0.2,0.00713131249781877,1,0,0,0,0,0,"polynomial","polynomial2",5
17933,2,0.2,0.539805730410127,0,0,0,0,0,0,"polynomial","polynomial2",5
17937,2,0.2,0.211365691384704,0,0,0,0,0,0,"polynomial","polynomial2",5
17941,2,0.2,0.0327400698882216,1,0,0,0,0,0,"polynomial","polynomial2",5
17945,2,0.2,0.0470498668371922,1,0,0,0,0,0,"polynomial","polynomial2",5
17949,2,0.2,0.197329531423959,0,0,0,0,0,0,"polynomial","polynomial2",5
17953,2,0.2,0.0228114726474444,1,0,0,0,0,0,"polynomial","polynomial2",5
17957,2,0.2,0.667407068501388,0,0,0,0,0,0,"polynomial","polynomial2",5
17961,2,0.2,0.102234063275383,0,0,0,0,0,0,"polynomial","polynomial2",5
17965,2,0.2,0.0860796244232161,0,0,0,0,0,0,"polynomial","polynomial2",5
17969,2,0.2,0.39974040079747,0,0,0,0,0,0,"polynomial","polynomial2",5
17973,2,0.2,0.670712866157952,0,0,0,0,0,0,"polynomial","polynomial2",5
17977,2,0.2,0.535105763115941,0,0,0,0,0,0,"polynomial","polynomial2",5
17981,2,0.2,0.779917691705262,0,0,0,0,0,0,"polynomial","polynomial2",5
17985,2,0.2,0.560853719410292,0,0,0,0,0,0,"polynomial","polynomial2",5
17989,2,0.2,0.404928769009096,0,0,0,0,0,0,"polynomial","polynomial2",5
17993,2,0.2,0.112708257502539,0,0,0,0,0,0,"polynomial","polynomial2",5
17997,2,0.2,0.305816094220829,0,0,0,0,0,0,"polynomial","polynomial2",5
18001,4,0.2,0.588945969923217,0,0,0,0,0,0,"polynomial","polynomial4",5
18005,4,0.2,0.473700528046461,0,0,0,0,0,0,"polynomial","polynomial4",5
18009,4,0.2,0.996874118922864,0,0,0,0,0,0,"polynomial","polynomial4",5
18013,4,0.2,0.284140359616052,0,0,0,0,0,0,"polynomial","polynomial4",5
18017,4,0.2,0.532993256066105,0,0,0,0,0,0,"polynomial","polynomial4",5
18021,4,0.2,0.627721971951713,0,0,0,0,0,0,"polynomial","polynomial4",5
18025,4,0.2,0.547705129609658,0,0,0,0,0,0,"polynomial","polynomial4",5
18029,4,0.2,0.292784600622634,0,0,0,0,0,0,"polynomial","polynomial4",5
18033,4,0.2,0.859854095445657,0,0,0,0,0,0,"polynomial","polynomial4",5
18037,4,0.2,0.00467615451731956,1,1,0,0,0,0,"polynomial","polynomial4",5
18041,4,0.2,0.757352831081214,0,0,0,0,0,0,"polynomial","polynomial4",5
18045,4,0.2,0.565777002778108,0,1,0,0,0,0,"polynomial","polynomial4",5
18053,4,0.2,0.766528201720463,0,1,0,0,0,0,"polynomial","polynomial4",5
18057,4,0.2,0.825787252925071,0,0,0,0,0,1,"polynomial","polynomial4",5
18061,4,0.2,0.354826106449978,0,0,0,0,0,0,"polynomial","polynomial4",5
18065,4,0.2,0.497556158363802,0,0,0,0,0,0,"polynomial","polynomial4",5
18069,4,0.2,0.79350961462988,0,0,0,0,0,0,"polynomial","polynomial4",5
18073,4,0.2,0.0440305898246644,1,1,0,0,0,0,"polynomial","polynomial4",5
18077,4,0.2,0.300109287875195,0,0,0,0,0,0,"polynomial","polynomial4",5
18081,4,0.2,0.127811354961514,0,0,0,0,0,0,"polynomial","polynomial4",5
18085,4,0.2,0.275466302552007,0,1,0,0,0,0,"polynomial","polynomial4",5
18089,4,0.2,0.0770682909410726,0,0,0,0,0,0,"polynomial","polynomial4",5
18093,4,0.2,0.543640664308301,0,0,0,0,0,0,"polynomial","polynomial4",5
18097,4,0.2,0.562724718858493,0,0,0,0,0,0,"polynomial","polynomial4",5
18101,4,0.2,0.155414363259112,0,0,0,0,0,0,"polynomial","polynomial4",5
18105,4,0.2,0.44302752663597,0,1,0,0,0,0,"polynomial","polynomial4",5
18109,4,0.2,0.055048895822835,0,1,0,0,0,0,"polynomial","polynomial4",5
18113,4,0.2,0.0230880257888848,1,1,0,0,0,0,"polynomial","polynomial4",5
18117,4,0.2,0.724172966023276,0,0,0,0,0,0,"polynomial","polynomial4",5
18121,4,0.2,0.139302412047623,0,1,0,0,0,0,"polynomial","polynomial4",5
18125,4,0.2,0.64338878711114,0,1,0,0,0,0,"polynomial","polynomial4",5
18129,4,0.2,0.609860123937192,0,0,0,0,0,0,"polynomial","polynomial4",5
18133,4,0.2,0.68162072991214,0,0,0,0,0,0,"polynomial","polynomial4",5
18137,4,0.2,0.861204366059485,0,0,0,0,0,0,"polynomial","polynomial4",5
18141,4,0.2,0.990979251466208,0,0,0,0,0,0,"polynomial","polynomial4",5
18145,4,0.2,0.510628862876118,0,0,0,0,0,0,"polynomial","polynomial4",5
18149,4,0.2,0.0780553267101377,0,0,0,0,0,0,"polynomial","polynomial4",5
18153,4,0.2,0.520584802795188,0,0,0,0,0,0,"polynomial","polynomial4",5
18157,4,0.2,0.257673462407881,0,0,0,0,0,0,"polynomial","polynomial4",5
18161,4,0.2,0.408314349481152,0,1,0,0,0,0,"polynomial","polynomial4",5
18165,4,0.2,0.856356553570774,0,0,0,0,0,0,"polynomial","polynomial4",5
18169,4,0.2,0.254674383839064,0,0,0,0,0,0,"polynomial","polynomial4",5
18173,4,0.2,0.147842921739829,0,0,0,0,0,0,"polynomial","polynomial4",5
18177,4,0.2,0.744017518273757,0,1,0,0,0,0,"polynomial","polynomial4",5
18181,4,0.2,0.405414303395234,0,0,0,0,0,0,"polynomial","polynomial4",5
18185,4,0.2,0.109546397914947,0,0,0,0,0,0,"polynomial","polynomial4",5
18189,4,0.2,0.0314563774744082,1,0,0,0,0,0,"polynomial","polynomial4",5
18193,4,0.2,0.789277494562914,0,1,0,0,0,0,"polynomial","polynomial4",5
18197,4,0.2,0.0927665629709436,0,1,0,0,0,0,"polynomial","polynomial4",5
18201,4,0.2,0.402355484548487,0,1,0,0,0,0,"polynomial","polynomial4",5
18205,4,0.2,0.0987726559407864,0,0,0,0,0,0,"polynomial","polynomial4",5
18209,4,0.2,0.353013416142337,0,0,0,0,0,0,"polynomial","polynomial4",5
18213,4,0.2,0.0200813903291325,1,1,0,0,0,0,"polynomial","polynomial4",5
18217,4,0.2,0.695328826071656,0,1,0,0,0,0,"polynomial","polynomial4",5
18221,4,0.2,0.0477729456924975,1,0,0,0,0,0,"polynomial","polynomial4",5
18225,4,0.2,0.319077676694161,0,0,0,0,0,0,"polynomial","polynomial4",5
18229,4,0.2,0.371839303176735,0,0,0,0,0,0,"polynomial","polynomial4",5
18233,4,0.2,0.121778452739577,0,0,0,0,0,0,"polynomial","polynomial4",5
18237,4,0.2,0.208095932122123,0,0,0,0,0,0,"polynomial","polynomial4",5
18241,4,0.2,0.446375941614427,0,0,0,0,0,0,"polynomial","polynomial4",5
18245,4,0.2,0.251511201894077,0,0,0,0,0,0,"polynomial","polynomial4",5
18249,4,0.2,0.346643686883839,0,1,0,0,0,0,"polynomial","polynomial4",5
18253,4,0.2,0.7166979104929,0,0,0,0,0,0,"polynomial","polynomial4",5
18257,4,0.2,0.00750352599036021,1,1,0,1,1,0,"polynomial","polynomial4",5
18261,4,0.2,0.00035076309557675,1,1,0,0,0,0,"polynomial","polynomial4",5
18265,4,0.2,0.143316923516317,0,1,0,0,0,0,"polynomial","polynomial4",5
18269,4,0.2,0.177067073279927,0,1,0,0,0,0,"polynomial","polynomial4",5
18273,4,0.2,0.0817821716006254,0,1,0,0,0,0,"polynomial","polynomial4",5
18277,4,0.2,0.400272004574055,0,0,0,0,0,0,"polynomial","polynomial4",5
18281,4,0.2,0.0382265410658988,1,1,0,0,0,0,"polynomial","polynomial4",5
18285,4,0.2,0.593475541029987,0,1,0,0,0,0,"polynomial","polynomial4",5
18289,4,0.2,0.834482922825966,0,0,0,0,0,0,"polynomial","polynomial4",5
18293,4,0.2,0.591280216495845,0,0,0,0,0,0,"polynomial","polynomial4",5
18297,4,0.2,0.067226792477566,0,0,0,0,0,0,"polynomial","polynomial4",5
18301,4,0.2,0.0542964071525073,0,1,0,0,0,0,"polynomial","polynomial4",5
18305,4,0.2,0.00759771680817665,1,0,0,0,0,0,"polynomial","polynomial4",5
18309,4,0.2,0.775960336595156,0,1,0,0,0,0,"polynomial","polynomial4",5
18313,4,0.2,0.112423397571375,0,1,0,0,0,0,"polynomial","polynomial4",5
18317,4,0.2,0.0548825768754386,0,0,0,0,0,0,"polynomial","polynomial4",5
18321,4,0.2,0.583571014995297,0,1,0,0,0,0,"polynomial","polynomial4",5
18325,4,0.2,0.290617818000506,0,0,0,0,0,0,"polynomial","polynomial4",5
18329,4,0.2,0.414603175767049,0,0,0,0,0,0,"polynomial","polynomial4",5
18333,4,0.2,0.00261685179686521,1,1,0,0,0,0,"polynomial","polynomial4",5
18337,4,0.2,0.770690034899651,0,0,0,0,0,0,"polynomial","polynomial4",5
18341,4,0.2,0.39653776482187,0,0,0,0,0,0,"polynomial","polynomial4",5
18345,4,0.2,0.737631065981929,0,0,0,0,0,0,"polynomial","polynomial4",5
18349,4,0.2,0.119032403837379,0,0,0,0,0,0,"polynomial","polynomial4",5
18353,4,0.2,0.0166948544621792,1,0,0,0,0,0,"polynomial","polynomial4",5
18357,4,0.2,0.650719280324892,0,0,0,0,0,0,"polynomial","polynomial4",5
18361,4,0.2,0.00594959534600628,1,1,0,0,0,0,"polynomial","polynomial4",5
18365,4,0.2,0.520972565521603,0,0,0,0,0,0,"polynomial","polynomial4",5
18369,4,0.2,0.339388950572396,0,0,0,0,0,0,"polynomial","polynomial4",5
18373,4,0.2,0.398524824800659,0,0,0,0,0,0,"polynomial","polynomial4",5
18377,4,0.2,0.702337524822764,0,0,0,0,0,0,"polynomial","polynomial4",5
18381,4,0.2,0.0632865795004651,0,1,0,0,0,0,"polynomial","polynomial4",5
18385,4,0.2,0.604690609361944,0,0,0,0,0,0,"polynomial","polynomial4",5
18389,4,0.2,0.460435269976238,0,0,0,0,0,0,"polynomial","polynomial4",5
18393,4,0.2,0.679063125770308,0,1,0,0,0,0,"polynomial","polynomial4",5
18397,4,0.2,0.585207892380194,0,1,0,0,0,0,"polynomial","polynomial4",5
18401,4,0.2,0.449041469258014,0,1,0,0,0,0,"polynomial","polynomial4",5
18405,4,0.2,0.962173525129616,0,0,0,0,0,0,"polynomial","polynomial4",5
18409,4,0.2,0.0836479706420618,0,0,0,0,0,0,"polynomial","polynomial4",5
18413,4,0.2,0.996550232070418,0,0,0,0,0,0,"polynomial","polynomial4",5
18417,4,0.2,0.37232017506638,0,0,0,0,0,0,"polynomial","polynomial4",5
18421,4,0.2,0.619940354036288,0,0,0,0,0,0,"polynomial","polynomial4",5
18425,4,0.2,0.442284424250655,0,0,0,0,0,0,"polynomial","polynomial4",5
18429,4,0.2,0.107388605079967,0,0,0,0,0,0,"polynomial","polynomial4",5
18433,4,0.2,0.0140808574503367,1,1,0,0,0,0,"polynomial","polynomial4",5
18437,4,0.2,0.112463417646298,0,0,0,0,0,0,"polynomial","polynomial4",5
18441,4,0.2,0.955986884008304,0,0,0,0,0,0,"polynomial","polynomial4",5
18445,4,0.2,0.566759631430866,0,0,0,0,0,0,"polynomial","polynomial4",5
18449,4,0.2,0.021131668749488,1,0,0,0,0,0,"polynomial","polynomial4",5
18453,4,0.2,0.562066407470113,0,0,0,0,0,0,"polynomial","polynomial4",5
18457,4,0.2,0.175177040662041,0,0,0,0,0,0,"polynomial","polynomial4",5
18461,4,0.2,0.326771453761077,0,1,0,0,0,0,"polynomial","polynomial4",5
18465,4,0.2,0.631626726377658,0,0,0,0,0,0,"polynomial","polynomial4",5
18469,4,0.2,1,0,0,0,0,0,0,"polynomial","polynomial4",5
18473,4,0.2,0.168580442135974,0,0,0,0,0,0,"polynomial","polynomial4",5
18477,4,0.2,0.894242031954023,0,0,0,0,0,0,"polynomial","polynomial4",5
18481,4,0.2,0.0366624507033569,1,0,0,0,0,0,"polynomial","polynomial4",5
18485,4,0.2,0.873520762780416,0,1,0,0,0,0,"polynomial","polynomial4",5
18489,4,0.2,0.334630999865845,0,1,0,0,0,0,"polynomial","polynomial4",5
18493,4,0.2,0.67272704331778,0,0,0,0,0,0,"polynomial","polynomial4",5
18497,4,0.2,0.438412493644862,0,0,0,0,0,0,"polynomial","polynomial4",5
18501,4,0.2,0.545226090265516,0,0,0,0,0,0,"polynomial","polynomial4",5
18505,4,0.2,0.643066341626502,0,1,0,0,0,0,"polynomial","polynomial4",5
18509,4,0.2,0.0724068830680255,0,0,0,0,0,0,"polynomial","polynomial4",5
18513,4,0.2,9.68323252040944e-05,1,1,0,0,0,0,"polynomial","polynomial4",5
18517,4,0.2,0.241485086519737,0,1,0,0,0,0,"polynomial","polynomial4",5
18521,4,0.2,0.00397346751009786,1,0,0,0,0,0,"polynomial","polynomial4",5
18525,4,0.2,3.04816932951677e-06,1,1,0,0,0,0,"polynomial","polynomial4",5
18529,4,0.2,0.621795008842546,0,0,0,0,0,0,"polynomial","polynomial4",5
18533,4,0.2,0.602364052480647,0,0,0,0,0,0,"polynomial","polynomial4",5
18537,4,0.2,0.00407234038354732,1,0,0,0,0,0,"polynomial","polynomial4",5
18541,4,0.2,0.61660500759041,0,1,0,0,0,0,"polynomial","polynomial4",5
18545,4,0.2,0.889295434486389,0,1,0,0,0,0,"polynomial","polynomial4",5
18549,4,0.2,0.646817643135336,0,1,0,0,0,0,"polynomial","polynomial4",5
18553,4,0.2,0.696284928739658,0,1,0,0,0,0,"polynomial","polynomial4",5
18557,4,0.2,0.481826767406801,0,0,0,0,0,0,"polynomial","polynomial4",5
18561,4,0.2,0.0573292764957542,0,1,0,1,1,0,"polynomial","polynomial4",5
18565,4,0.2,0.133663222821545,0,1,0,0,0,0,"polynomial","polynomial4",5
18569,4,0.2,0.92999558369302,0,0,0,0,0,0,"polynomial","polynomial4",5
18573,4,0.2,0.118384899489097,0,1,0,0,0,0,"polynomial","polynomial4",5
18577,4,0.2,0.465229779750674,0,1,0,0,0,0,"polynomial","polynomial4",5
18581,4,0.2,0.629461327037315,0,1,0,0,0,0,"polynomial","polynomial4",5
18585,4,0.2,0.524049465460552,0,0,0,0,0,0,"polynomial","polynomial4",5
18589,4,0.2,0.182196100644507,0,0,0,0,0,0,"polynomial","polynomial4",5
18593,4,0.2,0.282814975224391,0,0,0,0,0,0,"polynomial","polynomial4",5
18597,4,0.2,0.630795571474141,0,0,0,0,0,0,"polynomial","polynomial4",5
18601,4,0.2,0.796502835360571,0,1,0,0,0,0,"polynomial","polynomial4",5
18605,4,0.2,0.583012863956333,0,1,0,0,0,0,"polynomial","polynomial4",5
18609,4,0.2,0.619784896800783,0,0,0,0,0,0,"polynomial","polynomial4",5
18613,4,0.2,0.642945641887186,0,1,0,0,0,0,"polynomial","polynomial4",5
18617,4,0.2,0.420857868716622,0,0,0,0,0,0,"polynomial","polynomial4",5
18621,4,0.2,0.00135539181591542,1,1,0,1,1,0,"polynomial","polynomial4",5
18625,4,0.2,0.201166566820554,0,0,0,0,0,0,"polynomial","polynomial4",5
18629,4,0.2,0.604260449680284,0,0,0,0,0,0,"polynomial","polynomial4",5
18633,4,0.2,0.384692131971235,0,0,0,0,0,0,"polynomial","polynomial4",5
18637,4,0.2,0.125855770269916,0,0,0,0,0,0,"polynomial","polynomial4",5
18641,4,0.2,0.00434642031666506,1,0,0,0,0,0,"polynomial","polynomial4",5
18645,4,0.2,0.375415190954658,0,0,0,0,0,0,"polynomial","polynomial4",5
18649,4,0.2,0.638652499624322,0,0,0,0,0,1,"polynomial","polynomial4",5
18653,4,0.2,0.0243842147889638,1,1,0,0,0,0,"polynomial","polynomial4",5
18657,4,0.2,0.457470542219951,0,0,0,0,0,0,"polynomial","polynomial4",5
18661,4,0.2,0.169601676871663,0,0,0,0,0,0,"polynomial","polynomial4",5
18665,4,0.2,0.321536906620534,0,0,0,0,0,0,"polynomial","polynomial4",5
18669,4,0.2,0.690814243001013,0,0,0,0,0,0,"polynomial","polynomial4",5
18673,4,0.2,0.710683226727583,0,0,0,0,0,0,"polynomial","polynomial4",5
18677,4,0.2,0.599607516607967,0,0,0,0,0,0,"polynomial","polynomial4",5
18681,4,0.2,0.902544038469692,0,0,0,0,0,0,"polynomial","polynomial4",5
18685,4,0.2,0.516613245888636,0,0,0,0,0,0,"polynomial","polynomial4",5
18689,4,0.2,0.978724905213217,0,1,0,0,0,0,"polynomial","polynomial4",5
18693,4,0.2,0.701970287059673,0,0,0,0,0,0,"polynomial","polynomial4",5
18697,4,0.2,0.244715570865933,0,0,0,0,0,0,"polynomial","polynomial4",5
18701,4,0.2,0.378441923210815,0,0,0,0,0,0,"polynomial","polynomial4",5
18705,4,0.2,0.609623998573821,0,0,0,0,0,0,"polynomial","polynomial4",5
18709,4,0.2,0.00326514489412119,1,0,0,0,0,0,"polynomial","polynomial4",5
18713,4,0.2,0.0520010065757164,0,0,0,0,0,0,"polynomial","polynomial4",5
18717,4,0.2,0.0922018995628213,0,1,0,0,0,0,"polynomial","polynomial4",5
18725,4,0.2,0.250565093650031,0,0,0,0,0,0,"polynomial","polynomial4",5
18729,4,0.2,0.443772444816847,0,0,0,0,0,0,"polynomial","polynomial4",5
18733,4,0.2,0.869507326716207,0,0,0,0,0,0,"polynomial","polynomial4",5
18737,4,0.2,0.0635197873216514,0,1,0,1,1,0,"polynomial","polynomial4",5
18741,4,0.2,0.28442784864749,0,1,0,0,0,0,"polynomial","polynomial4",5
18745,4,0.2,0.260120633447547,0,1,0,0,0,0,"polynomial","polynomial4",5
18749,4,0.2,0.213990167755264,0,1,0,0,0,0,"polynomial","polynomial4",5
18753,4,0.2,0.0134514425844194,1,1,0,1,1,0,"polynomial","polynomial4",5
18757,4,0.2,0.700311960601413,0,0,0,0,0,0,"polynomial","polynomial4",5
18761,4,0.2,0.660445544131954,0,0,0,0,0,0,"polynomial","polynomial4",5
18765,4,0.2,0.644717652920675,0,0,0,0,0,0,"polynomial","polynomial4",5
18769,4,0.2,0.000104543919125116,1,0,0,0,0,0,"polynomial","polynomial4",5
18773,4,0.2,0.481488957288237,0,1,0,0,0,0,"polynomial","polynomial4",5
18777,4,0.2,0.403091178129401,0,0,0,0,0,0,"polynomial","polynomial4",5
18781,4,0.2,0.406953875318745,0,0,0,0,0,0,"polynomial","polynomial4",5
18785,4,0.2,0.4993087791682,0,1,0,0,0,0,"polynomial","polynomial4",5
18789,4,0.2,0.268810819729558,0,0,0,0,0,0,"polynomial","polynomial4",5
18793,4,0.2,0.211251040253932,0,1,0,0,0,0,"polynomial","polynomial4",5
18797,4,0.2,0.70927803421145,0,0,0,0,0,0,"polynomial","polynomial4",5
18801,4,0.2,0.0739575712185657,0,1,0,0,0,0,"polynomial","polynomial4",5
18805,4,0.2,0.442420447496272,0,0,0,0,0,0,"polynomial","polynomial4",5
18809,4,0.2,0.591603185504952,0,0,0,0,0,0,"polynomial","polynomial4",5
18813,4,0.2,0.455030538605618,0,1,0,0,0,0,"polynomial","polynomial4",5
18817,4,0.2,0.474769645641425,0,0,0,0,0,0,"polynomial","polynomial4",5
18821,4,0.2,0.747864200009048,0,0,0,0,0,0,"polynomial","polynomial4",5
18825,4,0.2,0.421277311643126,0,1,0,0,0,0,"polynomial","polynomial4",5
18829,4,0.2,0.920249028482889,0,0,0,0,0,0,"polynomial","polynomial4",5
18833,4,0.2,0.0855566058113209,0,0,0,0,0,0,"polynomial","polynomial4",5
18837,4,0.2,0.0388124703461615,1,0,0,0,0,0,"polynomial","polynomial4",5
18841,4,0.2,0.265224566567289,0,0,0,0,0,0,"polynomial","polynomial4",5
18845,4,0.2,0.548123457726037,0,0,0,0,0,0,"polynomial","polynomial4",5
18849,4,0.2,0.198196330327385,0,0,0,0,0,0,"polynomial","polynomial4",5
18853,4,0.2,0.323239708312364,0,0,0,0,0,0,"polynomial","polynomial4",5
18857,4,0.2,0.425495354644735,0,1,0,0,0,0,"polynomial","polynomial4",5
18861,4,0.2,0.183510699944715,0,0,0,0,0,0,"polynomial","polynomial4",5
18865,4,0.2,0.721385338243453,0,0,0,0,0,0,"polynomial","polynomial4",5
18869,4,0.2,0.085051557138303,0,0,0,0,0,0,"polynomial","polynomial4",5
18873,4,0.2,0.963469207404992,0,0,0,0,0,0,"polynomial","polynomial4",5
18877,4,0.2,0.729227042422163,0,0,0,0,0,0,"polynomial","polynomial4",5
18881,4,0.2,0.664188104367784,0,0,0,0,0,0,"polynomial","polynomial4",5
18885,4,0.2,0.706932134237679,0,0,0,0,0,0,"polynomial","polynomial4",5
18889,4,0.2,0.0448136189317308,1,0,0,0,0,0,"polynomial","polynomial4",5
18893,4,0.2,0.21049973038498,0,1,0,0,0,0,"polynomial","polynomial4",5
18897,4,0.2,0.575764712904736,0,0,0,0,0,0,"polynomial","polynomial4",5
18901,4,0.2,0.73124380971319,0,0,0,0,0,0,"polynomial","polynomial4",5
18905,4,0.2,0.458492654693634,0,0,0,0,0,0,"polynomial","polynomial4",5
18909,4,0.2,0.13677301221248,0,0,0,0,0,0,"polynomial","polynomial4",5
18913,4,0.2,0.494916321524624,0,0,0,0,0,0,"polynomial","polynomial4",5
18917,4,0.2,0.0261570300598622,1,0,0,0,0,0,"polynomial","polynomial4",5
18921,4,0.2,0.778782934987149,0,0,0,0,0,0,"polynomial","polynomial4",5
18925,4,0.2,0.490825803298054,0,0,0,0,0,0,"polynomial","polynomial4",5
18929,4,0.2,0.378772474317589,0,0,0,0,0,0,"polynomial","polynomial4",5
18933,4,0.2,0.177548532678681,0,1,0,0,0,0,"polynomial","polynomial4",5
18937,4,0.2,0.615535856719047,0,0,0,0,0,0,"polynomial","polynomial4",5
18941,4,0.2,0.155915280111467,0,0,0,0,0,0,"polynomial","polynomial4",5
18945,4,0.2,0.744042494424889,0,0,0,0,0,0,"polynomial","polynomial4",5
18949,4,0.2,0.568463519013814,0,0,0,0,0,0,"polynomial","polynomial4",5
18953,4,0.2,0.739987915437397,0,0,0,0,0,0,"polynomial","polynomial4",5
18957,4,0.2,0.763297767422227,0,0,0,0,0,0,"polynomial","polynomial4",5
18961,4,0.2,0.457379574488819,0,0,0,0,0,0,"polynomial","polynomial4",5
18965,4,0.2,0.838299431735293,0,0,0,0,0,0,"polynomial","polynomial4",5
18969,4,0.2,0.542936808026779,0,0,0,0,0,0,"polynomial","polynomial4",5
18973,4,0.2,0.0821425300267158,0,0,0,0,0,0,"polynomial","polynomial4",5
18977,4,0.2,0.0972532321901617,0,0,0,0,0,0,"polynomial","polynomial4",5
18981,4,0.2,0.470308595515595,0,1,0,0,0,0,"polynomial","polynomial4",5
18985,4,0.2,0.449495710375608,0,0,0,0,0,0,"polynomial","polynomial4",5
18989,4,0.2,0.200783459906141,0,1,0,0,0,0,"polynomial","polynomial4",5
18993,4,0.2,1,0,0,0,0,0,0,"polynomial","polynomial4",5
18997,4,0.2,0.998093381091221,0,0,0,0,0,0,"polynomial","polynomial4",5
19001,4,0.2,0.417388654413259,0,0,0,0,0,0,"polynomial","polynomial4",5
19005,4,0.2,0.00267087684441673,1,0,0,0,0,0,"polynomial","polynomial4",5
19009,4,0.2,0.758327484020117,0,0,0,0,0,0,"polynomial","polynomial4",5
19013,4,0.2,0.176405640160485,0,1,0,0,0,0,"polynomial","polynomial4",5
19017,4,0.2,0.0954542633298921,0,1,0,0,0,0,"polynomial","polynomial4",5
19021,4,0.2,0.829736438842025,0,0,0,0,0,0,"polynomial","polynomial4",5
19025,4,0.2,0.611111319270234,0,0,0,0,0,0,"polynomial","polynomial4",5
19029,4,0.2,0.250660242128189,0,0,0,0,0,0,"polynomial","polynomial4",5
19033,4,0.2,0.194650164281919,0,1,0,0,0,0,"polynomial","polynomial4",5
19037,4,0.2,0.543728785984279,0,0,0,0,0,0,"polynomial","polynomial4",5
19041,4,0.2,0.0428669787401502,1,1,0,0,0,0,"polynomial","polynomial4",5
19045,4,0.2,0.425283453253684,0,0,0,0,0,0,"polynomial","polynomial4",5
19049,4,0.2,0.369717992095292,0,1,0,0,0,0,"polynomial","polynomial4",5
19053,4,0.2,0.191484700335395,0,0,0,0,0,0,"polynomial","polynomial4",5
19057,4,0.2,0.650432506892003,0,0,0,0,0,0,"polynomial","polynomial4",5
19061,4,0.2,0.876455660390068,0,0,0,0,0,0,"polynomial","polynomial4",5
19065,4,0.2,0.189598385896538,0,0,0,0,0,0,"polynomial","polynomial4",5
19069,4,0.2,0.36080169064611,0,0,0,0,0,0,"polynomial","polynomial4",5
19073,4,0.2,0.00233204366014008,1,0,0,0,0,0,"polynomial","polynomial4",5
19077,4,0.2,0.430599805290743,0,1,0,0,0,0,"polynomial","polynomial4",5
19081,4,0.2,0.703122207451502,0,0,0,0,0,0,"polynomial","polynomial4",5
19085,4,0.2,0.485890267136722,0,0,0,0,0,0,"polynomial","polynomial4",5
19089,4,0.2,0.154250710082765,0,1,0,0,0,0,"polynomial","polynomial4",5
