"sampleID","param","error","scam_p","scam_u","quad_u","rmax_u","rmed_u","rprop_u","lines3_u","func"
13010,4,0.3,0.000136743082640217,1,1,1,1,1,0,"norm-var-sd"
13014,4,0.3,0.000352725668641148,1,1,1,1,1,0,"norm-var-sd"
13018,4,0.3,0.103548359444218,0,1,1,1,1,0,"norm-var-sd"
13022,4,0.3,0.000888108657841248,1,1,1,1,1,0,"norm-var-sd"
13026,4,0.3,0.00102005330771928,1,1,1,1,1,0,"norm-var-sd"
13030,4,0.3,0.000920463578673022,1,1,1,1,1,0,"norm-var-sd"
13034,4,0.3,0.00199414761024987,1,1,1,1,1,0,"norm-var-sd"
13038,4,0.3,1.73323141657007e-08,1,1,1,1,1,0,"norm-var-sd"
13042,4,0.3,0.0212653298153868,1,1,1,1,1,0,"norm-var-sd"
13046,4,0.3,0.0318486253915625,1,1,1,1,1,0,"norm-var-sd"
13050,4,0.3,2.09298340367496e-07,1,1,1,1,1,0,"norm-var-sd"
13054,4,0.3,0.0120354217809544,1,1,1,1,1,0,"norm-var-sd"
13058,4,0.3,0.00896718028026972,1,1,1,1,1,0,"norm-var-sd"
13062,4,0.3,0.00177686444016679,1,1,1,1,1,0,"norm-var-sd"
13066,4,0.3,0.00102416097749211,1,1,1,1,1,0,"norm-var-sd"
13070,4,0.3,0.00426241433055466,1,1,1,1,1,0,"norm-var-sd"
13074,4,0.3,0.0179769382078006,1,1,0,0,0,0,"norm-var-sd"
13078,4,0.3,0.000635814603540728,1,1,1,1,1,0,"norm-var-sd"
13082,4,0.3,0.0026804318579513,1,1,1,1,1,0,"norm-var-sd"
13086,4,0.3,0.02178130134362,1,1,1,1,1,0,"norm-var-sd"
13090,4,0.3,1.20327539246545e-05,1,1,1,1,1,0,"norm-var-sd"
13094,4,0.3,0.000173478939807884,1,1,1,1,1,0,"norm-var-sd"
13098,4,0.3,6.98566348107388e-05,1,1,1,1,1,0,"norm-var-sd"
13102,4,0.3,0.000176518335004495,1,1,1,1,1,0,"norm-var-sd"
13106,4,0.3,1.73731671851953e-05,1,1,1,1,1,0,"norm-var-sd"
13110,4,0.3,0.00116305312221135,1,1,1,1,1,0,"norm-var-sd"
13114,4,0.3,0.00423691232261718,1,1,1,1,1,0,"norm-var-sd"
13118,4,0.3,0.000123541467486587,1,1,1,1,1,0,"norm-var-sd"
13122,4,0.3,0.00348775805921585,1,1,1,1,1,0,"norm-var-sd"
13126,4,0.3,6.36259183555532e-05,1,1,1,1,1,0,"norm-var-sd"
13130,4,0.3,1.00263699957853e-05,1,1,1,1,1,0,"norm-var-sd"
13134,4,0.3,0.0254193473982618,1,1,0,0,0,0,"norm-var-sd"
13138,4,0.3,0.0146358310964377,1,1,1,1,1,0,"norm-var-sd"
13142,4,0.3,0.0647863282324197,0,1,1,1,1,0,"norm-var-sd"
13146,4,0.3,0.0146914029226872,1,1,0,1,0,0,"norm-var-sd"
13150,4,0.3,0.00011051015335141,1,1,1,1,1,0,"norm-var-sd"
13154,4,0.3,0.0153442253986804,1,1,1,1,1,0,"norm-var-sd"
13158,4,0.3,0.00665710091461954,1,1,1,1,1,0,"norm-var-sd"
13162,4,0.3,0.000365664924148289,1,1,1,1,1,0,"norm-var-sd"
13166,4,0.3,0.000781861919532958,1,1,1,1,1,0,"norm-var-sd"
13170,4,0.3,0.000743709759298801,1,1,0,0,0,0,"norm-var-sd"
13174,4,0.3,0.000487963872338522,1,1,1,1,1,0,"norm-var-sd"
13178,4,0.3,0.000781632054837386,1,1,1,1,1,0,"norm-var-sd"
13182,4,0.3,1.94673286719644e-05,1,1,1,1,1,0,"norm-var-sd"
13186,4,0.3,4.21999804251868e-06,1,1,1,1,1,0,"norm-var-sd"
13190,4,0.3,0.0143898388545357,1,1,1,1,1,0,"norm-var-sd"
13194,4,0.3,0.000107958587998952,1,1,1,1,1,0,"norm-var-sd"
13198,4,0.3,2.62872582364721e-05,1,1,1,1,1,0,"norm-var-sd"
13202,4,0.3,0.00217278167723695,1,1,1,1,1,0,"norm-var-sd"
13206,4,0.3,0.00168946399900967,1,1,1,1,1,0,"norm-var-sd"
13210,4,0.3,0.000819152345611001,1,1,1,1,1,0,"norm-var-sd"
13214,4,0.3,0.0098528857293341,1,1,1,1,1,0,"norm-var-sd"
13218,4,0.3,0.000114839939626221,1,1,1,1,1,0,"norm-var-sd"
13222,4,0.3,0.00121311786098528,1,1,1,1,1,0,"norm-var-sd"
13226,4,0.3,0.0050429686362939,1,1,1,1,1,0,"norm-var-sd"
13230,4,0.3,0.000318766060703911,1,1,1,1,1,0,"norm-var-sd"
13234,4,0.3,0.0161437425227754,1,1,1,1,1,0,"norm-var-sd"
13238,4,0.3,0.00231440979058855,1,1,1,1,1,0,"norm-var-sd"
13242,4,0.3,9.48449199044096e-06,1,1,1,1,1,0,"norm-var-sd"
13246,4,0.3,0.000398354186953235,1,1,1,1,1,0,"norm-var-sd"
13250,4,0.3,0.0225022559297897,1,1,1,1,1,0,"norm-var-sd"
13254,4,0.3,3.24140167791914e-05,1,1,1,1,1,0,"norm-var-sd"
13258,4,0.3,0.000272159126186461,1,1,1,1,1,0,"norm-var-sd"
13262,4,0.3,0.00257163035100731,1,1,1,1,1,0,"norm-var-sd"
13266,4,0.3,0.0011109431903953,1,1,1,1,1,0,"norm-var-sd"
13270,4,0.3,0.00181469106818089,1,1,1,1,1,0,"norm-var-sd"
13274,4,0.3,0.0057150599428993,1,1,1,1,1,0,"norm-var-sd"
13278,4,0.3,0.000417307388388079,1,1,1,1,1,0,"norm-var-sd"
13282,4,0.3,0.00167822551550281,1,1,1,1,1,0,"norm-var-sd"
13286,4,0.3,0.00197469743266902,1,1,1,1,1,0,"norm-var-sd"
13290,4,0.3,0.000403134555438106,1,1,1,1,1,0,"norm-var-sd"
13294,4,0.3,2.81167832261112e-06,1,1,1,1,1,0,"norm-var-sd"
13298,4,0.3,0.000748297161211416,1,1,1,1,1,0,"norm-var-sd"
13302,4,0.3,0.000429969291381509,1,1,1,1,1,0,"norm-var-sd"
13306,4,0.3,8.19255498995267e-05,1,1,1,1,1,0,"norm-var-sd"
13310,4,0.3,0.0021968082643384,1,1,1,1,1,0,"norm-var-sd"
13314,4,0.3,3.3818453735364e-06,1,1,1,1,1,0,"norm-var-sd"
13318,4,0.3,0.00885551965323677,1,1,1,1,1,0,"norm-var-sd"
13322,4,0.3,0.0084274839950698,1,1,1,1,1,0,"norm-var-sd"
13326,4,0.3,0.00234899338749503,1,1,1,1,1,0,"norm-var-sd"
13330,4,0.3,0.044140161950641,1,1,1,1,1,0,"norm-var-sd"
13334,4,0.3,0.00160370566380852,1,1,1,1,1,0,"norm-var-sd"
13338,4,0.3,0.00142721916838604,1,1,1,0,0,0,"norm-var-sd"
13342,4,0.3,0.0105214569346006,1,1,1,1,1,0,"norm-var-sd"
13346,4,0.3,0.00534036004206653,1,1,1,1,1,0,"norm-var-sd"
13350,4,0.3,0.00159343720168924,1,1,1,1,1,0,"norm-var-sd"
13354,4,0.3,0.00355479680345843,1,1,1,1,1,0,"norm-var-sd"
13358,4,0.3,0.00112863204101463,1,1,1,1,1,0,"norm-var-sd"
13362,4,0.3,0.00771147524062744,1,1,1,0,0,0,"norm-var-sd"
13366,4,0.3,0.000256385959899787,1,1,1,1,1,0,"norm-var-sd"
13370,4,0.3,0.00655829323918788,1,1,1,1,1,0,"norm-var-sd"
13374,4,0.3,0.0037326013580955,1,1,1,1,1,0,"norm-var-sd"
13378,4,0.3,0.0403022180740073,1,1,1,1,1,0,"norm-var-sd"
13382,4,0.3,7.49285814283301e-07,1,1,1,1,1,0,"norm-var-sd"
13386,4,0.3,0.00100157612543762,1,1,1,1,1,0,"norm-var-sd"
13390,4,0.3,0.0009084051920442,1,1,1,1,1,0,"norm-var-sd"
13394,4,0.3,0.0056691261145452,1,1,1,1,1,0,"norm-var-sd"
13398,4,0.3,2.09512910938244e-06,1,1,1,1,1,0,"norm-var-sd"
13402,4,0.3,6.56139293778984e-05,1,1,1,1,1,0,"norm-var-sd"
13406,4,0.3,2.14969042919978e-05,1,1,1,1,1,0,"norm-var-sd"
13410,4,0.3,0.0409736821962194,1,1,1,1,1,0,"norm-var-sd"
13414,4,0.3,0.0490019181776746,1,1,1,0,0,0,"norm-var-sd"
13418,4,0.3,0.000326223380136558,1,1,1,1,1,0,"norm-var-sd"
13422,4,0.3,2.79779659150173e-07,1,1,1,1,1,0,"norm-var-sd"
13426,4,0.3,0.017377178726841,1,1,1,1,1,0,"norm-var-sd"
13430,4,0.3,2.15663241766389e-07,1,1,1,1,1,0,"norm-var-sd"
13434,4,0.3,1.19791763270816e-10,1,1,1,1,1,0,"norm-var-sd"
13438,4,0.3,4.73319954880677e-05,1,1,1,1,1,0,"norm-var-sd"
13442,4,0.3,0.104818581080771,0,1,0,0,1,0,"norm-var-sd"
13446,4,0.3,0.000272603565677201,1,1,1,1,1,0,"norm-var-sd"
13450,4,0.3,0.000514410374216606,1,1,1,1,1,0,"norm-var-sd"
13454,4,0.3,0.00840296128265497,1,1,1,1,1,0,"norm-var-sd"
13458,4,0.3,3.23892657565703e-05,1,1,1,1,1,0,"norm-var-sd"
13462,4,0.3,0.00653390851015696,1,1,1,1,1,0,"norm-var-sd"
13466,4,0.3,0.00133548904136731,1,1,1,1,1,0,"norm-var-sd"
13470,4,0.3,0.00306859965120029,1,1,1,1,1,0,"norm-var-sd"
13474,4,0.3,7.75506897376917e-05,1,1,1,1,1,0,"norm-var-sd"
13478,4,0.3,0.00018128576283122,1,1,1,1,1,0,"norm-var-sd"
13482,4,0.3,0.00248975894347414,1,1,1,1,1,0,"norm-var-sd"
13486,4,0.3,0.00265832078110018,1,1,1,1,1,0,"norm-var-sd"
13490,4,0.3,0.00187056490320731,1,1,1,1,1,0,"norm-var-sd"
13494,4,0.3,1.05721645514204e-07,1,1,1,1,1,0,"norm-var-sd"
13498,4,0.3,0.000157782982721964,1,1,1,1,1,0,"norm-var-sd"
13502,4,0.3,0.00157589374988674,1,1,1,1,1,0,"norm-var-sd"
13506,4,0.3,0.000740721699039347,1,1,1,1,1,0,"norm-var-sd"
13510,4,0.3,0.000334511659976728,1,1,1,1,1,0,"norm-var-sd"
13514,4,0.3,0.000283991386162681,1,1,1,1,1,0,"norm-var-sd"
13518,4,0.3,0.0478455307396573,1,1,1,1,1,0,"norm-var-sd"
13522,4,0.3,0.000155170851414154,1,1,1,1,1,0,"norm-var-sd"
13526,4,0.3,4.20591469787856e-05,1,1,1,1,1,0,"norm-var-sd"
13530,4,0.3,0.000195594365595943,1,1,1,1,1,0,"norm-var-sd"
13534,4,0.3,1.49517843047215e-05,1,1,1,1,1,0,"norm-var-sd"
13538,4,0.3,0.000161045041683291,1,1,1,1,1,0,"norm-var-sd"
13542,4,0.3,0.172521346082657,0,0,0,0,0,0,"norm-var-sd"
13546,4,0.3,0.000102082888922347,1,1,1,1,1,0,"norm-var-sd"
13550,4,0.3,0.000386242234376597,1,1,1,1,1,0,"norm-var-sd"
13554,4,0.3,0.000981701593678552,1,1,1,1,1,0,"norm-var-sd"
13558,4,0.3,0.000578472766677774,1,1,1,1,1,0,"norm-var-sd"
13562,4,0.3,0.017014778756943,1,1,1,0,0,0,"norm-var-sd"
13566,4,0.3,0.0189223068226198,1,1,0,0,0,0,"norm-var-sd"
13570,4,0.3,0.00755934404784189,1,1,1,0,1,0,"norm-var-sd"
13574,4,0.3,0.00222303368083561,1,1,1,1,1,0,"norm-var-sd"
13578,4,0.3,4.63456111992227e-05,1,1,1,1,1,0,"norm-var-sd"
13582,4,0.3,0.00211657529610143,1,1,1,1,1,0,"norm-var-sd"
13586,4,0.3,0.00419022787421412,1,1,1,1,1,0,"norm-var-sd"
13590,4,0.3,0.0164429369646805,1,1,0,0,0,0,"norm-var-sd"
13594,4,0.3,0.00766979954782874,1,1,1,1,1,0,"norm-var-sd"
13598,4,0.3,0.000525038090205775,1,1,1,1,1,0,"norm-var-sd"
13602,4,0.3,1.85559617348564e-06,1,1,1,1,1,0,"norm-var-sd"
13606,4,0.3,0.0206767961115778,1,1,1,1,1,0,"norm-var-sd"
13610,4,0.3,0.00359783050934375,1,1,1,1,1,0,"norm-var-sd"
13614,4,0.3,0.00161891995543649,1,1,1,1,1,0,"norm-var-sd"
13618,4,0.3,0.0457719956403682,1,1,1,1,1,0,"norm-var-sd"
13622,4,0.3,0.00538234556110701,1,1,1,1,1,0,"norm-var-sd"
13626,4,0.3,0.00211698175533,1,1,1,1,1,0,"norm-var-sd"
13630,4,0.3,0.000534032042789492,1,1,1,1,1,0,"norm-var-sd"
13634,4,0.3,0.000477280790558315,1,1,1,1,1,0,"norm-var-sd"
13638,4,0.3,0.00315366863143336,1,1,1,1,1,0,"norm-var-sd"
13642,4,0.3,0.0267249803875359,1,1,1,1,1,0,"norm-var-sd"
13646,4,0.3,0.000445297660506941,1,1,1,1,1,0,"norm-var-sd"
13650,4,0.3,0.0083902375861888,1,1,1,1,1,0,"norm-var-sd"
13654,4,0.3,0.000326905361668651,1,1,1,1,1,0,"norm-var-sd"
13658,4,0.3,0.00106064384220818,1,1,1,1,1,0,"norm-var-sd"
13662,4,0.3,0.004913103789695,1,1,1,1,1,0,"norm-var-sd"
13666,4,0.3,0.000434865110319533,1,1,1,1,1,0,"norm-var-sd"
13670,4,0.3,0.10563060904773,0,0,0,0,0,0,"norm-var-sd"
13674,4,0.3,0.00104623670549743,1,1,1,1,1,0,"norm-var-sd"
13678,4,0.3,0.000650446168188156,1,1,1,1,1,0,"norm-var-sd"
13682,4,0.3,6.19852597995019e-06,1,1,1,1,1,0,"norm-var-sd"
13686,4,0.3,0.000423357623448194,1,1,1,1,1,0,"norm-var-sd"
13690,4,0.3,0.000511103890715469,1,1,1,1,1,0,"norm-var-sd"
13694,4,0.3,0.0179624956393187,1,1,1,1,1,0,"norm-var-sd"
13698,4,0.3,6.90620843932608e-08,1,1,1,1,1,0,"norm-var-sd"
13702,4,0.3,0.00491789255549644,1,1,1,1,1,0,"norm-var-sd"
13706,4,0.3,0.000400657617062768,1,1,1,1,1,0,"norm-var-sd"
13710,4,0.3,0.00186831545945152,1,1,1,1,1,0,"norm-var-sd"
13714,4,0.3,0.00646050867277222,1,1,1,1,1,0,"norm-var-sd"
13718,4,0.3,0.00092261122384903,1,1,1,1,1,0,"norm-var-sd"
13722,4,0.3,0.00711377405570112,1,1,1,1,1,0,"norm-var-sd"
13726,4,0.3,0.0110172936972629,1,1,1,1,1,0,"norm-var-sd"
13730,4,0.3,0.000234609411600864,1,1,1,1,1,0,"norm-var-sd"
13734,4,0.3,0.00109010538515116,1,1,1,1,1,0,"norm-var-sd"
13738,4,0.3,0.000292076722916768,1,1,1,1,1,0,"norm-var-sd"
13742,4,0.3,0.00101269830781655,1,1,1,1,1,0,"norm-var-sd"
13746,4,0.3,0.00231029107145608,1,1,1,1,1,0,"norm-var-sd"
13750,4,0.3,0.0041958943112685,1,1,1,1,1,0,"norm-var-sd"
13754,4,0.3,0.000664869941254572,1,1,1,1,1,0,"norm-var-sd"
13758,4,0.3,0.000340966667782134,1,1,1,1,1,0,"norm-var-sd"
13762,4,0.3,0.00897990216108613,1,1,1,1,1,0,"norm-var-sd"
13766,4,0.3,0.00196894290882401,1,1,1,1,1,0,"norm-var-sd"
13770,4,0.3,0.000420173952651659,1,1,1,1,1,0,"norm-var-sd"
13774,4,0.3,0.00128278500594636,1,1,1,1,1,0,"norm-var-sd"
13778,4,0.3,0.00135910607754124,1,1,1,1,1,0,"norm-var-sd"
13782,4,0.3,5.90937805746264e-05,1,1,1,1,1,0,"norm-var-sd"
13786,4,0.3,0.000159313318477203,1,1,1,1,1,0,"norm-var-sd"
13790,4,0.3,0.00028382841096963,1,1,1,1,1,0,"norm-var-sd"
13794,4,0.3,0.00010995525455921,1,1,1,1,1,0,"norm-var-sd"
13798,4,0.3,0.000559685933567348,1,1,1,1,1,0,"norm-var-sd"
13802,4,0.3,0.106747889058734,0,1,0,0,0,0,"norm-var-sd"
13806,4,0.3,0.000413958591897159,1,1,1,1,1,0,"norm-var-sd"
13810,4,0.3,0.00937865777477663,1,1,1,1,1,0,"norm-var-sd"
13814,4,0.3,0.0383678100833345,1,1,1,1,1,0,"norm-var-sd"
13818,4,0.3,0.000228234984758038,1,1,1,1,1,0,"norm-var-sd"
13822,4,0.3,0.000804552153610329,1,1,1,1,1,0,"norm-var-sd"
13826,4,0.3,0.00131142896424118,1,1,1,1,1,0,"norm-var-sd"
13830,4,0.3,0.00276606248880772,1,1,1,1,1,0,"norm-var-sd"
13834,4,0.3,0.000368726648507063,1,1,1,1,1,0,"norm-var-sd"
13838,4,0.3,0.000140756807537341,1,1,1,1,1,0,"norm-var-sd"
13842,4,0.3,0.0029267525793317,1,1,1,1,1,0,"norm-var-sd"
13846,4,0.3,0.00069362875586974,1,1,1,1,1,0,"norm-var-sd"
13850,4,0.3,0.000860276286133254,1,1,1,1,1,0,"norm-var-sd"
13854,4,0.3,7.96783637147853e-06,1,1,1,1,1,0,"norm-var-sd"
13858,4,0.3,0.000143829619570277,1,1,1,1,1,0,"norm-var-sd"
13862,4,0.3,0.0500660559006952,0,1,0,0,1,0,"norm-var-sd"
13866,4,0.3,0.00613958887522205,1,1,1,1,1,0,"norm-var-sd"
13870,4,0.3,0.000247271461847664,1,1,1,1,1,0,"norm-var-sd"
13874,4,0.3,4.23459673118449e-06,1,1,1,1,1,0,"norm-var-sd"
13878,4,0.3,2.21658677709968e-05,1,1,1,1,1,0,"norm-var-sd"
13882,4,0.3,0.000531209589987473,1,1,1,1,1,0,"norm-var-sd"
13886,4,0.3,3.79230848969414e-07,1,1,1,1,1,0,"norm-var-sd"
13890,4,0.3,0.00659324496617375,1,1,1,1,1,0,"norm-var-sd"
13894,4,0.3,0.000681754726957134,1,1,1,1,1,0,"norm-var-sd"
13898,4,0.3,0.00171654072584537,1,1,1,1,1,0,"norm-var-sd"
13902,4,0.3,0.00218602892227808,1,1,1,1,1,0,"norm-var-sd"
13906,4,0.3,0.00112983821880068,1,1,1,1,1,0,"norm-var-sd"
13910,4,0.3,0.00576478816668556,1,1,1,1,1,0,"norm-var-sd"
13914,4,0.3,0.00216605283670052,1,1,1,1,1,0,"norm-var-sd"
13918,4,0.3,0.000368506981928056,1,1,1,1,1,0,"norm-var-sd"
13922,4,0.3,0.000383382753946395,1,1,1,1,1,0,"norm-var-sd"
13926,4,0.3,0.000319229208544685,1,1,1,1,1,0,"norm-var-sd"
13930,4,0.3,0.0518427030359345,0,1,1,1,1,0,"norm-var-sd"
13934,4,0.3,0.00873340300024071,1,1,1,1,1,0,"norm-var-sd"
13938,4,0.3,0.000975652606335393,1,1,1,1,1,0,"norm-var-sd"
13942,4,0.3,0.000371382400701561,1,1,1,1,1,0,"norm-var-sd"
13946,4,0.3,3.02869354671006e-05,1,1,1,1,1,0,"norm-var-sd"
13950,4,0.3,0.00281297151314288,1,1,1,1,1,0,"norm-var-sd"
13954,4,0.3,0.00235430998374587,1,1,1,1,1,0,"norm-var-sd"
13958,4,0.3,0.00107771613407563,1,1,1,1,1,0,"norm-var-sd"
13962,4,0.3,0.00277695662713418,1,1,1,1,1,0,"norm-var-sd"
13966,4,0.3,0.0015480692098316,1,1,1,1,1,0,"norm-var-sd"
13970,4,0.3,0.025049930776392,1,1,1,1,1,0,"norm-var-sd"
13974,4,0.3,0.00349122168738819,1,1,1,1,1,0,"norm-var-sd"
13978,4,0.3,0.00502731380851652,1,1,0,0,0,0,"norm-var-sd"
13982,4,0.3,0.000960748842535292,1,1,1,1,1,0,"norm-var-sd"
13986,4,0.3,0.0631413275564926,0,1,1,1,1,0,"norm-var-sd"
13990,4,0.3,0.00846355825795061,1,1,1,1,1,0,"norm-var-sd"
13994,4,0.3,8.55504946749749e-05,1,1,1,1,1,0,"norm-var-sd"
13998,4,0.3,0.0146826191242643,1,1,1,1,1,0,"norm-var-sd"
14002,8,0.3,0.00943010519532901,1,1,1,1,1,0,"norm-var-sd"
14006,8,0.3,0.00274758195345222,1,1,1,1,1,0,"norm-var-sd"
14010,8,0.3,0.0171951410980747,1,1,0,0,0,0,"norm-var-sd"
14014,8,0.3,0.0076537244642722,1,1,1,1,1,0,"norm-var-sd"
14018,8,0.3,0.00314347347975931,1,1,1,1,1,0,"norm-var-sd"
14022,8,0.3,0.00370739330101195,1,1,1,1,1,0,"norm-var-sd"
14026,8,0.3,0.000153922261160986,1,1,1,1,1,0,"norm-var-sd"
14030,8,0.3,0.00162926400790607,1,1,1,1,1,0,"norm-var-sd"
14034,8,0.3,0.00355925998693646,1,1,1,1,1,0,"norm-var-sd"
14038,8,0.3,0.0211525109965878,1,1,1,1,1,0,"norm-var-sd"
14042,8,0.3,0.00125485156324521,1,1,1,1,1,0,"norm-var-sd"
14046,8,0.3,0.0145758077975681,1,1,1,1,1,0,"norm-var-sd"
14050,8,0.3,0.000118776826476027,1,1,1,1,1,0,"norm-var-sd"
14054,8,0.3,0.194155380943075,0,1,1,1,1,0,"norm-var-sd"
14058,8,0.3,0.0130903449110355,1,1,1,1,1,0,"norm-var-sd"
14062,8,0.3,0.010302111315072,1,1,1,1,1,0,"norm-var-sd"
14066,8,0.3,0.00781443035771563,1,1,1,1,1,0,"norm-var-sd"
14070,8,0.3,0.00111005550401329,1,1,1,1,1,0,"norm-var-sd"
14074,8,0.3,0.0255550649820933,1,1,1,1,1,0,"norm-var-sd"
14078,8,0.3,0.00282787049784914,1,1,1,1,1,0,"norm-var-sd"
14082,8,0.3,0.00346836722695502,1,1,1,1,1,0,"norm-var-sd"
14086,8,0.3,0.00183749706359803,1,1,1,1,1,0,"norm-var-sd"
14090,8,0.3,0.0249891859174403,1,1,1,1,1,0,"norm-var-sd"
14094,8,0.3,0.000939020493354261,1,1,1,1,1,0,"norm-var-sd"
14098,8,0.3,2.31628024137519e-06,1,1,1,1,1,0,"norm-var-sd"
14102,8,0.3,4.05667532458869e-07,1,1,1,1,1,0,"norm-var-sd"
14106,8,0.3,0.000297829287799621,1,1,1,1,1,0,"norm-var-sd"
14110,8,0.3,1.34317608735169e-05,1,1,1,1,1,0,"norm-var-sd"
14114,8,0.3,7.34647777208158e-06,1,1,1,1,1,0,"norm-var-sd"
14118,8,0.3,0.00640405494215495,1,1,1,1,1,0,"norm-var-sd"
14122,8,0.3,0.0659723847543065,0,1,1,1,1,0,"norm-var-sd"
14126,8,0.3,0.000141111542151452,1,1,1,1,1,0,"norm-var-sd"
14130,8,0.3,0.00150445063131206,1,1,1,1,1,0,"norm-var-sd"
14134,8,0.3,0.00827476036231016,1,1,0,0,0,0,"norm-var-sd"
14138,8,0.3,0.00600208139816535,1,1,1,1,1,0,"norm-var-sd"
14142,8,0.3,0.00108103277426288,1,1,1,1,1,0,"norm-var-sd"
14146,8,0.3,0.0049346555971943,1,1,1,1,1,0,"norm-var-sd"
14150,8,0.3,0.0313857332795933,1,1,1,1,1,0,"norm-var-sd"
14154,8,0.3,0.00278073453665152,1,1,1,1,1,0,"norm-var-sd"
14158,8,0.3,0.000908543262017459,1,1,1,1,1,0,"norm-var-sd"
14162,8,0.3,0.00288100694295466,1,1,1,1,1,0,"norm-var-sd"
14166,8,0.3,9.26758419301674e-05,1,1,1,1,1,0,"norm-var-sd"
14170,8,0.3,0.00147335191690309,1,1,1,1,1,0,"norm-var-sd"
14174,8,0.3,0.0171226599508431,1,1,0,0,0,0,"norm-var-sd"
14178,8,0.3,0.00891603612980377,1,1,1,1,1,0,"norm-var-sd"
14182,8,0.3,0.000247859082572488,1,1,1,1,1,0,"norm-var-sd"
14186,8,0.3,0.0271599678301765,1,1,1,1,1,0,"norm-var-sd"
14190,8,0.3,0.0343939091521286,1,1,0,0,0,0,"norm-var-sd"
14194,8,0.3,0.00629469538446959,1,1,1,1,1,0,"norm-var-sd"
14198,8,0.3,0.00264940023390793,1,1,1,1,1,0,"norm-var-sd"
14202,8,0.3,0.0131215243165729,1,1,1,1,1,0,"norm-var-sd"
14206,8,0.3,0.00919611333839723,1,1,1,1,1,0,"norm-var-sd"
14210,8,0.3,0.00400920461943846,1,1,1,1,1,0,"norm-var-sd"
14214,8,0.3,0.000571834696145307,1,1,1,1,1,0,"norm-var-sd"
14218,8,0.3,0.0285405512676232,1,1,1,1,1,0,"norm-var-sd"
14222,8,0.3,0.00775968974361068,1,1,1,1,1,0,"norm-var-sd"
14226,8,0.3,0.00075848192665065,1,1,1,1,1,0,"norm-var-sd"
14230,8,0.3,0.000646732545971189,1,1,1,1,1,0,"norm-var-sd"
14234,8,0.3,4.58301171597133e-05,1,1,1,1,1,0,"norm-var-sd"
14238,8,0.3,0.00140871406410318,1,1,1,1,1,0,"norm-var-sd"
14242,8,0.3,0.000964341028044417,1,1,1,1,1,0,"norm-var-sd"
14246,8,0.3,0.000156793569570611,1,1,1,1,1,0,"norm-var-sd"
14250,8,0.3,0.000284829285064955,1,1,1,1,1,0,"norm-var-sd"
14254,8,0.3,0.00286550195185946,1,1,1,1,1,0,"norm-var-sd"
14258,8,0.3,0.00505191247378218,1,1,1,1,1,0,"norm-var-sd"
14262,8,0.3,0.00670862529958879,1,1,1,1,1,0,"norm-var-sd"
14266,8,0.3,0.042174081483316,1,1,0,0,0,0,"norm-var-sd"
14270,8,0.3,0.00558615536718675,1,1,1,1,1,0,"norm-var-sd"
14274,8,0.3,0.000713398362226551,1,1,1,1,1,0,"norm-var-sd"
14278,8,0.3,0.0028965292506798,1,1,1,1,1,0,"norm-var-sd"
14282,8,0.3,2.7434759632665e-05,1,1,1,1,1,0,"norm-var-sd"
14286,8,0.3,0.000129516659148648,1,1,1,1,1,0,"norm-var-sd"
14290,8,0.3,0.000109762712386023,1,1,1,1,1,0,"norm-var-sd"
14294,8,0.3,0.00219909024238692,1,1,1,1,1,0,"norm-var-sd"
14298,8,0.3,0.00532642632022992,1,1,1,1,1,0,"norm-var-sd"
14302,8,0.3,0.000899384291115834,1,1,1,1,1,0,"norm-var-sd"
14306,8,0.3,0.124438308388014,0,0,0,0,0,0,"norm-var-sd"
14310,8,0.3,0.0114854239356029,1,1,1,1,1,0,"norm-var-sd"
14314,8,0.3,0.128082876044651,0,1,1,1,1,0,"norm-var-sd"
14318,8,0.3,0.0108960311937527,1,1,1,1,1,0,"norm-var-sd"
14322,8,0.3,0.0237943005276335,1,1,1,1,1,0,"norm-var-sd"
14326,8,0.3,0.000446789186789318,1,1,1,1,1,0,"norm-var-sd"
14330,8,0.3,0.000996827684109981,1,1,1,1,1,0,"norm-var-sd"
14334,8,0.3,0.00343060766670845,1,1,1,1,1,0,"norm-var-sd"
14338,8,0.3,1.35622683283595e-05,1,1,1,1,1,0,"norm-var-sd"
14342,8,0.3,0.00272032485717276,1,1,1,1,1,0,"norm-var-sd"
14346,8,0.3,0.0080648818367329,1,1,1,1,1,0,"norm-var-sd"
14350,8,0.3,0.00808476608109883,1,1,1,1,1,0,"norm-var-sd"
14354,8,0.3,0.000501659803962483,1,1,1,1,1,0,"norm-var-sd"
14358,8,0.3,0.0528047471134706,0,1,1,1,1,0,"norm-var-sd"
14362,8,0.3,1.90047548216316e-05,1,1,1,1,1,0,"norm-var-sd"
14366,8,0.3,0.0348311041934463,1,1,1,0,0,0,"norm-var-sd"
14370,8,0.3,0.000425603114861893,1,1,1,1,1,0,"norm-var-sd"
14374,8,0.3,0.00734152413144441,1,1,1,1,1,0,"norm-var-sd"
14378,8,0.3,0.0574255049942502,0,1,1,1,1,0,"norm-var-sd"
14382,8,0.3,0.00384811852337354,1,1,1,1,1,0,"norm-var-sd"
14386,8,0.3,0.00084552458244486,1,1,1,1,1,0,"norm-var-sd"
14390,8,0.3,0.00117456799571108,1,1,1,1,1,0,"norm-var-sd"
