"sampleID","param","error","scam_p","scam_u","quad_u","rmax_u","rmed_u","rprop_u","lines3_u","func"
7228,6,0.5,0.00130124074614444,1,1,1,1,1,0,"norm-var-mean"
7232,6,0.5,0.118041430533581,0,0,0,0,0,0,"norm-var-mean"
7236,6,0.5,0.0544369024231225,0,1,0,0,0,0,"norm-var-mean"
7240,6,0.5,0.0289217944046483,1,1,1,0,0,0,"norm-var-mean"
7244,6,0.5,0.0405616843938093,1,1,1,1,1,0,"norm-var-mean"
7248,6,0.5,0.591302245025483,0,0,0,0,0,0,"norm-var-mean"
7252,6,0.5,0.235031598057878,0,1,0,0,0,0,"norm-var-mean"
7256,6,0.5,0.574748247491957,0,0,0,0,0,0,"norm-var-mean"
7260,6,0.5,0.587093422672752,0,0,0,0,0,0,"norm-var-mean"
7264,6,0.5,0.672869677827928,0,0,0,0,0,0,"norm-var-mean"
7268,6,0.5,0.16085320087757,0,0,0,0,0,0,"norm-var-mean"
7272,6,0.5,0.105813056537112,0,1,0,0,0,0,"norm-var-mean"
7276,6,0.5,0.0456977148269099,1,1,1,1,1,0,"norm-var-mean"
7280,6,0.5,0.287284525634395,0,0,0,0,0,0,"norm-var-mean"
7284,6,0.5,0.0298600615695551,1,1,1,0,1,0,"norm-var-mean"
7288,6,0.5,0.11158743342054,0,0,0,0,0,0,"norm-var-mean"
7292,6,0.5,0.250899717378093,0,0,0,0,0,0,"norm-var-mean"
7296,6,0.5,0.00812310351327405,1,1,1,1,1,0,"norm-var-mean"
7300,6,0.5,0.0260491938884468,1,0,1,1,0,0,"norm-var-mean"
7304,6,0.5,0.0732898648381894,0,1,0,0,0,0,"norm-var-mean"
7308,6,0.5,0.0229127458233546,1,1,1,1,1,0,"norm-var-mean"
7312,6,0.5,0.00168194433966503,1,1,1,0,0,0,"norm-var-mean"
7316,6,0.5,0.108557141468064,0,1,0,0,0,0,"norm-var-mean"
7320,6,0.5,0.2184702165246,0,0,0,0,0,0,"norm-var-mean"
7324,6,0.5,0.0314391750847793,1,1,0,0,0,0,"norm-var-mean"
7328,6,0.5,0.0444002781477304,1,1,1,1,0,0,"norm-var-mean"
7332,6,0.5,0.0220181834315847,1,1,0,0,0,0,"norm-var-mean"
7336,6,0.5,0.0348674998113932,1,1,0,0,0,0,"norm-var-mean"
7340,6,0.5,0.00721433417678535,1,0,1,1,1,0,"norm-var-mean"
7344,6,0.5,0.0083352893149378,1,1,1,1,1,0,"norm-var-mean"
7348,6,0.5,0.00400169472524528,1,0,0,0,0,0,"norm-var-mean"
7352,6,0.5,0.125572699492223,0,0,0,0,0,0,"norm-var-mean"
7356,6,0.5,0.171414016972716,0,1,0,0,0,0,"norm-var-mean"
7360,6,0.5,0.472993817919714,0,0,0,0,0,0,"norm-var-mean"
7364,6,0.5,0.00109910524305158,1,1,1,1,1,0,"norm-var-mean"
7368,6,0.5,0.121629823164489,0,1,0,0,0,0,"norm-var-mean"
7372,6,0.5,0.027550921004576,1,1,1,1,1,0,"norm-var-mean"
7376,6,0.5,0.0205497421784316,1,0,0,0,0,0,"norm-var-mean"
7380,6,0.5,0.324986518849836,0,0,0,0,0,0,"norm-var-mean"
7384,6,0.5,0.0121173624515244,1,0,0,0,0,0,"norm-var-mean"
7388,6,0.5,0.079374219242419,0,0,1,0,0,0,"norm-var-mean"
7392,6,0.5,0.00774602281559689,1,1,1,1,1,0,"norm-var-mean"
7396,6,0.5,0.0721523651392877,0,0,0,0,0,0,"norm-var-mean"
7400,6,0.5,0.946794702994137,0,0,0,0,0,0,"norm-var-mean"
7404,6,0.5,0.14736435681308,0,1,0,0,0,0,"norm-var-mean"
7408,6,0.5,0.181940661192674,0,0,0,0,0,0,"norm-var-mean"
7412,6,0.5,0.314597625260084,0,0,0,0,0,0,"norm-var-mean"
7416,6,0.5,0.35145473314273,0,0,0,0,0,0,"norm-var-mean"
7420,6,0.5,0.00445112485182785,1,1,1,1,1,0,"norm-var-mean"
7424,6,0.5,0.115702468199628,0,0,0,0,0,0,"norm-var-mean"
7428,6,0.5,0.151280982308085,0,0,0,0,0,0,"norm-var-mean"
7432,6,0.5,0.0359396796422875,1,1,1,0,0,0,"norm-var-mean"
7436,6,0.5,0.149131153342432,0,0,0,0,0,0,"norm-var-mean"
7440,6,0.5,0.240194224161005,0,0,0,0,0,0,"norm-var-mean"
7444,6,0.5,0.0127999978809098,1,1,0,0,0,0,"norm-var-mean"
7448,6,0.5,0.28950961537985,0,0,0,0,0,0,"norm-var-mean"
7452,6,0.5,0.0765965854270604,0,1,1,1,1,0,"norm-var-mean"
7456,6,0.5,0.509110651576386,0,0,0,0,0,0,"norm-var-mean"
7460,6,0.5,0.0859210434209183,0,0,0,0,0,0,"norm-var-mean"
7464,6,0.5,0.632460579885578,0,0,0,0,0,0,"norm-var-mean"
7468,6,0.5,0.0025716132177799,1,1,1,1,1,0,"norm-var-mean"
7472,6,0.5,0.0013265807962816,1,1,1,1,1,0,"norm-var-mean"
7476,6,0.5,0.0358524506449133,1,0,1,1,1,0,"norm-var-mean"
7480,6,0.5,0.0431427515929484,1,0,0,0,0,0,"norm-var-mean"
7484,6,0.5,0.314571902816968,0,1,0,0,0,0,"norm-var-mean"
7488,6,0.5,0.0139473739329043,1,0,0,0,0,0,"norm-var-mean"
7492,6,0.5,0.0795284527678919,0,1,0,0,0,0,"norm-var-mean"
7496,6,0.5,0.0171589777957549,1,1,1,1,1,0,"norm-var-mean"
7500,6,0.5,0.0359569537857386,1,1,0,0,0,0,"norm-var-mean"
7504,6,0.5,0.585815301170373,0,0,0,0,0,0,"norm-var-mean"
7508,6,0.5,0.299706443850416,0,0,0,0,0,0,"norm-var-mean"
7512,6,0.5,0.204778183926213,0,0,0,0,0,0,"norm-var-mean"
7516,6,0.5,0.06608927066353,0,0,0,0,0,0,"norm-var-mean"
7520,6,0.5,0.521385140149257,0,0,0,0,0,0,"norm-var-mean"
7524,6,0.5,0.0576855969724289,0,0,0,0,0,0,"norm-var-mean"
7528,6,0.5,0.0405748321945794,1,0,1,0,0,0,"norm-var-mean"
7532,6,0.5,0.560437813719565,0,0,0,0,0,0,"norm-var-mean"
7536,6,0.5,0.0228314379203865,1,0,0,0,0,0,"norm-var-mean"
7540,6,0.5,0.0711013842155394,0,1,1,1,1,0,"norm-var-mean"
7544,6,0.5,0.00202350729026363,1,0,0,0,0,0,"norm-var-mean"
7548,6,0.5,0.0720318780959843,0,1,1,1,1,0,"norm-var-mean"
7552,6,0.5,0.0600403719184923,0,1,0,0,0,0,"norm-var-mean"
7556,6,0.5,0.0430637109712614,1,1,0,0,0,0,"norm-var-mean"
7560,6,0.5,0.00607340752540505,1,0,0,0,0,0,"norm-var-mean"
7564,6,0.5,0.680535541562418,0,0,0,0,0,0,"norm-var-mean"
7568,6,0.5,0.0665121373967098,0,0,0,0,0,0,"norm-var-mean"
7572,6,0.5,0.0249418193015647,1,1,0,0,0,0,"norm-var-mean"
7576,6,0.5,0.037812243413734,1,1,0,0,0,0,"norm-var-mean"
7580,6,0.5,0.14377498145232,0,1,0,0,0,0,"norm-var-mean"
7584,6,0.5,0.0144807054972169,1,0,0,0,0,0,"norm-var-mean"
7588,6,0.5,0.07370874633031,0,1,0,1,0,0,"norm-var-mean"
7592,6,0.5,0.0410302895316736,1,1,1,1,1,0,"norm-var-mean"
7596,6,0.5,0.0977300233271835,0,1,0,0,0,0,"norm-var-mean"
7600,6,0.5,0.0296331337149574,1,0,0,0,0,0,"norm-var-mean"
7604,6,0.5,0.43248547385457,0,0,0,0,0,0,"norm-var-mean"
7608,6,0.5,0.311771713041925,0,0,0,0,0,0,"norm-var-mean"
7612,6,0.5,0.00187276391191479,1,1,1,1,1,0,"norm-var-mean"
7616,6,0.5,4.32827961055677e-06,1,1,1,1,1,0,"norm-var-mean"
7620,6,0.5,0.00346083524855627,1,0,1,1,1,0,"norm-var-mean"
7624,6,0.5,0.0178375621992601,1,0,1,0,0,0,"norm-var-mean"
7628,6,0.5,0.000799485145064024,1,1,1,1,1,0,"norm-var-mean"
7632,6,0.5,0.0152617140211744,1,1,1,1,1,0,"norm-var-mean"
7636,6,0.5,0.285013657052773,0,0,0,0,0,0,"norm-var-mean"
7640,6,0.5,0.0622470990177534,0,1,0,0,1,0,"norm-var-mean"
7644,6,0.5,0.0202733427749701,1,0,0,0,0,0,"norm-var-mean"
7648,6,0.5,0.000552566644113427,1,1,1,1,1,0,"norm-var-mean"
7652,6,0.5,0.671361612707095,0,0,0,0,0,0,"norm-var-mean"
7656,6,0.5,0.0258827504763692,1,1,0,0,0,0,"norm-var-mean"
7660,6,0.5,0.0740947110120999,0,1,1,1,1,0,"norm-var-mean"
7664,6,0.5,0.0529761933796972,0,0,0,0,0,0,"norm-var-mean"
7668,6,0.5,0.0232030122085764,1,1,1,1,1,0,"norm-var-mean"
7672,6,0.5,0.0128011031881774,1,1,1,1,1,0,"norm-var-mean"
7676,6,0.5,0.0049449922017139,1,1,1,1,1,0,"norm-var-mean"
7680,6,0.5,0.0987638115028687,0,0,0,0,0,0,"norm-var-mean"
7684,6,0.5,0.153025569537762,0,0,0,0,0,0,"norm-var-mean"
7688,6,0.5,0.408144900231941,0,0,0,0,0,0,"norm-var-mean"
7692,6,0.5,0.0964129801274475,0,1,1,1,1,0,"norm-var-mean"
7696,6,0.5,0.0053125075613654,1,1,1,1,1,0,"norm-var-mean"
7700,6,0.5,0.0186976849414206,1,1,1,1,1,0,"norm-var-mean"
7704,6,0.5,0.282944141415086,0,0,0,0,0,0,"norm-var-mean"
7708,6,0.5,0.0314166889634296,1,0,1,0,1,0,"norm-var-mean"
7712,6,0.5,0.00362910995269962,1,1,1,1,1,0,"norm-var-mean"
7716,6,0.5,0.0710184800951016,0,0,0,0,0,0,"norm-var-mean"
7720,6,0.5,1.31901872980498e-07,1,1,1,1,1,0,"norm-var-mean"
7724,6,0.5,0.051944352205822,0,0,0,0,0,0,"norm-var-mean"
7728,6,0.5,0.0325116785928123,1,1,1,0,1,0,"norm-var-mean"
7732,6,0.5,0.00503127208887045,1,1,1,1,1,0,"norm-var-mean"
7736,6,0.5,0.0016316715434659,1,1,1,1,1,0,"norm-var-mean"
7740,6,0.5,0.0263146364561512,1,1,1,1,1,0,"norm-var-mean"
7744,6,0.5,0.2608972420397,0,0,0,0,0,0,"norm-var-mean"
7748,6,0.5,0.0510293732211628,0,0,1,1,1,0,"norm-var-mean"
7752,6,0.5,0.0627898025520159,0,0,0,0,0,0,"norm-var-mean"
7756,6,0.5,0.245217280300892,0,0,0,0,0,0,"norm-var-mean"
7760,6,0.5,0.0398644564912426,1,0,1,1,1,0,"norm-var-mean"
7764,6,0.5,0.00784791268106673,1,0,1,1,1,0,"norm-var-mean"
7768,6,0.5,0.0696023971546902,0,0,0,0,0,0,"norm-var-mean"
7772,6,0.5,0.0614902377775797,0,1,0,0,0,0,"norm-var-mean"
7776,6,0.5,0.307530516351918,0,1,0,0,0,0,"norm-var-mean"
7780,6,0.5,0.254620535637755,0,0,0,0,0,0,"norm-var-mean"
7784,6,0.5,0.38844405568848,0,0,0,0,0,0,"norm-var-mean"
7788,6,0.5,0.0110881116995558,1,0,0,0,0,0,"norm-var-mean"
7792,6,0.5,0.0440864184218611,1,0,0,0,0,0,"norm-var-mean"
7796,6,0.5,0.0413373655461956,1,1,1,1,1,0,"norm-var-mean"
7800,6,0.5,0.124188483150144,0,0,0,0,0,0,"norm-var-mean"
7804,6,0.5,0.117862996408209,0,1,0,0,0,0,"norm-var-mean"
7808,6,0.5,0.750149564629474,0,0,0,0,0,0,"norm-var-mean"
7812,6,0.5,0.0719043266644409,0,1,0,1,0,0,"norm-var-mean"
7816,6,0.5,0.172159723913847,0,0,0,0,0,0,"norm-var-mean"
7820,6,0.5,0.0385479194302464,1,0,0,0,0,0,"norm-var-mean"
7824,6,0.5,0.172079778848034,0,1,0,0,0,0,"norm-var-mean"
7828,6,0.5,0.0153492897305254,1,1,0,0,0,0,"norm-var-mean"
7832,6,0.5,0.0718821514200393,0,0,0,0,0,0,"norm-var-mean"
7836,6,0.5,0.249715466485392,0,0,0,0,0,0,"norm-var-mean"
7840,6,0.5,0.523902851448333,0,0,0,0,0,0,"norm-var-mean"
7844,6,0.5,0.113090969109465,0,1,0,0,0,0,"norm-var-mean"
7848,6,0.5,0.00354109370572173,1,0,0,0,0,0,"norm-var-mean"
7852,6,0.5,0.00421170639541517,1,0,0,0,0,0,"norm-var-mean"
7856,6,0.5,0.0288418685355696,1,1,0,0,0,0,"norm-var-mean"
7860,6,0.5,0.0527161942142315,0,0,0,0,0,0,"norm-var-mean"
7864,6,0.5,0.0797101420267122,0,1,0,0,0,0,"norm-var-mean"
7868,6,0.5,0.0691551846079525,0,1,0,0,0,0,"norm-var-mean"
7872,6,0.5,0.174300497342772,0,0,0,0,0,0,"norm-var-mean"
7876,6,0.5,0.0413519092615019,1,0,1,0,0,0,"norm-var-mean"
7880,6,0.5,0.000960974544117673,1,1,1,1,1,0,"norm-var-mean"
7884,6,0.5,0.0103828161475803,1,1,1,1,1,0,"norm-var-mean"
7888,6,0.5,0.667672378590697,0,0,0,0,0,0,"norm-var-mean"
7892,6,0.5,0.595674459512996,0,0,0,0,0,0,"norm-var-mean"
7896,6,0.5,0.0993402794202975,0,0,0,0,0,0,"norm-var-mean"
7900,6,0.5,0.00983360333368994,1,1,1,1,1,0,"norm-var-mean"
7904,6,0.5,0.0869693266686775,0,1,1,0,1,0,"norm-var-mean"
7908,6,0.5,0.0191452471620871,1,1,1,1,1,0,"norm-var-mean"
7912,6,0.5,0.0222626407825061,1,0,1,0,0,0,"norm-var-mean"
7916,6,0.5,0.34843317869165,0,0,0,0,0,0,"norm-var-mean"
7920,6,0.5,0.0364007295377183,1,0,0,0,0,0,"norm-var-mean"
7924,6,0.5,0.0168778816630397,1,1,1,1,1,0,"norm-var-mean"
7928,6,0.5,0.0208147073607172,1,0,1,1,1,0,"norm-var-mean"
7932,6,0.5,0.0269689840075981,1,0,0,0,0,0,"norm-var-mean"
7936,6,0.5,0.0110818101135112,1,1,1,1,1,0,"norm-var-mean"
7940,6,0.5,0.576580046439927,0,0,0,0,0,0,"norm-var-mean"
7944,6,0.5,0.055425184138941,0,1,1,1,1,0,"norm-var-mean"
7948,6,0.5,0.0135257055854061,1,0,1,1,1,0,"norm-var-mean"
7952,6,0.5,0.617112036249285,0,0,0,0,0,0,"norm-var-mean"
7956,6,0.5,0.0543337046638418,0,1,1,1,1,0,"norm-var-mean"
7960,6,0.5,0.05092983796404,0,0,0,0,0,0,"norm-var-mean"
7964,6,0.5,0.0631358509970759,0,1,1,1,1,0,"norm-var-mean"
7968,6,0.5,0.00846153973853132,1,1,0,0,0,0,"norm-var-mean"
7972,6,0.5,0.0295932088819487,1,0,0,0,0,0,"norm-var-mean"
7976,6,0.5,0.122499600430739,0,0,0,0,0,0,"norm-var-mean"
7980,6,0.5,0.21173122602738,0,0,0,0,0,0,"norm-var-mean"
7984,6,0.5,0.712443039184035,0,0,0,0,0,0,"norm-var-mean"
7988,6,0.5,0.0681576313819073,0,0,0,0,0,0,"norm-var-mean"
7992,6,0.5,0.0905085862553776,0,1,0,0,0,0,"norm-var-mean"
7996,6,0.5,0.0084953628215369,1,1,1,0,0,0,"norm-var-mean"
8000,6,0.5,0.0329267013609777,1,0,1,1,1,0,"norm-var-mean"
8004,8,0.5,0.542490427034189,0,0,0,0,0,0,"norm-var-mean"
8008,8,0.5,0.0700304839636675,0,0,0,0,0,0,"norm-var-mean"
8012,8,0.5,0.412321348200919,0,0,0,0,0,0,"norm-var-mean"
8016,8,0.5,0.28350275814703,0,0,0,0,0,0,"norm-var-mean"
8020,8,0.5,0.165894613847777,0,0,0,0,0,0,"norm-var-mean"
8024,8,0.5,0.120598810055111,0,0,0,0,0,0,"norm-var-mean"
8028,8,0.5,0.0107918208334645,1,0,0,0,0,0,"norm-var-mean"
8032,8,0.5,0.220654603178493,0,0,1,1,0,0,"norm-var-mean"
8036,8,0.5,0.315485942510346,0,0,0,0,0,0,"norm-var-mean"
8040,8,0.5,0.00349519872879989,1,0,0,0,0,0,"norm-var-mean"
8044,8,0.5,0.532072351072546,0,0,0,0,0,0,"norm-var-mean"
8048,8,0.5,0.323048913110628,0,0,0,0,0,0,"norm-var-mean"
8052,8,0.5,0.1188198822494,0,0,0,0,0,0,"norm-var-mean"
8056,8,0.5,0.37503393975583,0,0,0,0,0,0,"norm-var-mean"
8060,8,0.5,0.517467634968366,0,0,0,0,0,0,"norm-var-mean"
8064,8,0.5,0.748352146817435,0,0,0,0,0,0,"norm-var-mean"
8068,8,0.5,0.0310799266277647,1,0,0,0,0,0,"norm-var-mean"
8072,8,0.5,0.354620442831242,0,0,0,0,0,0,"norm-var-mean"
8076,8,0.5,0.0974058702861142,0,0,0,0,0,0,"norm-var-mean"
8080,8,0.5,0.920565152027015,0,0,0,0,0,0,"norm-var-mean"
8084,8,0.5,0.371058390191315,0,0,0,0,0,0,"norm-var-mean"
8088,8,0.5,0.135052765541972,0,0,0,0,0,0,"norm-var-mean"
8092,8,0.5,0.139893880671127,0,0,1,1,1,0,"norm-var-mean"
8096,8,0.5,0.548976680672043,0,0,0,0,0,0,"norm-var-mean"
8100,8,0.5,0.160022123177548,0,0,0,0,0,0,"norm-var-mean"
8104,8,0.5,0.594524723771375,0,0,0,0,0,0,"norm-var-mean"
8108,8,0.5,0.330467814153796,0,0,0,0,0,0,"norm-var-mean"
8112,8,0.5,0.137188509480913,0,0,0,0,0,0,"norm-var-mean"
8116,8,0.5,0.340004553216834,0,0,0,0,0,0,"norm-var-mean"
8120,8,0.5,0.475827979483628,0,0,0,0,0,0,"norm-var-mean"
8124,8,0.5,0.0327043016057372,1,0,0,0,0,0,"norm-var-mean"
8128,8,0.5,0.272644548798554,0,0,0,0,0,0,"norm-var-mean"
8132,8,0.5,0.0413837292768121,1,0,0,0,0,0,"norm-var-mean"
8136,8,0.5,0.345263448265317,0,0,0,0,0,0,"norm-var-mean"
8140,8,0.5,0.398316772626747,0,0,0,0,0,0,"norm-var-mean"
8144,8,0.5,0.809046025775141,0,0,0,0,0,0,"norm-var-mean"
8148,8,0.5,0.502009962271758,0,0,0,0,0,0,"norm-var-mean"
8152,8,0.5,0.0488072670098133,1,0,0,0,0,0,"norm-var-mean"
8156,8,0.5,0.175277063675586,0,0,0,0,0,0,"norm-var-mean"
8160,8,0.5,0.61727169113493,0,0,0,0,0,0,"norm-var-mean"
8164,8,0.5,0.468813645395064,0,0,0,0,0,0,"norm-var-mean"
8168,8,0.5,0.447124314982012,0,0,0,0,0,0,"norm-var-mean"
8172,8,0.5,0.0545555518431714,0,0,0,0,0,0,"norm-var-mean"
8176,8,0.5,0.541154053673334,0,0,0,0,0,0,"norm-var-mean"
8180,8,0.5,0.241974041439481,0,0,0,0,0,0,"norm-var-mean"
8184,8,0.5,0.1304365022178,0,0,0,0,0,0,"norm-var-mean"
8188,8,0.5,0.495302815232898,0,0,0,0,0,0,"norm-var-mean"
8192,8,0.5,0.0333587857908781,1,0,1,1,1,0,"norm-var-mean"
8196,8,0.5,0.291915626412651,0,0,0,0,0,0,"norm-var-mean"
8200,8,0.5,0.0859157498226071,0,0,0,0,0,0,"norm-var-mean"
8204,8,0.5,0.566028018269771,0,0,0,0,0,0,"norm-var-mean"
8208,8,0.5,0.842015442294369,0,0,0,0,0,0,"norm-var-mean"
8212,8,0.5,0.321994580763476,0,0,0,0,0,0,"norm-var-mean"
8216,8,0.5,0.30853113272185,0,0,0,0,0,0,"norm-var-mean"
8220,8,0.5,0.356208658925444,0,0,0,0,0,0,"norm-var-mean"
8224,8,0.5,0.0616145914498331,0,0,1,1,1,0,"norm-var-mean"
8228,8,0.5,0.0240198890350017,1,0,0,0,0,0,"norm-var-mean"
8232,8,0.5,0.28555912254628,0,0,0,0,0,0,"norm-var-mean"
8236,8,0.5,0.706659389701876,0,0,0,0,0,0,"norm-var-mean"
8240,8,0.5,0.280560503709479,0,0,0,0,0,0,"norm-var-mean"
8244,8,0.5,0.00386451376135911,1,0,1,0,1,0,"norm-var-mean"
8248,8,0.5,0.563256013951277,0,0,0,0,0,0,"norm-var-mean"
8252,8,0.5,0.0167942882061329,1,0,0,0,0,0,"norm-var-mean"
8256,8,0.5,0.496223383201065,0,0,0,0,0,0,"norm-var-mean"
8260,8,0.5,0.79070129390495,0,0,0,0,0,0,"norm-var-mean"
8264,8,0.5,0.0281299226560781,1,0,1,1,1,0,"norm-var-mean"
8268,8,0.5,0.37510049884629,0,0,0,0,0,0,"norm-var-mean"
8272,8,0.5,0.432189249394613,0,0,0,0,0,0,"norm-var-mean"
8276,8,0.5,0.0357833775861579,1,0,0,0,0,0,"norm-var-mean"
8280,8,0.5,0.154507222046409,0,0,0,0,0,0,"norm-var-mean"
8284,8,0.5,0.354158675376418,0,0,0,0,0,0,"norm-var-mean"
8288,8,0.5,0.189725598501725,0,0,0,0,0,0,"norm-var-mean"
8292,8,0.5,0.0328737169792717,1,0,0,0,0,0,"norm-var-mean"
8296,8,0.5,0.886817342451711,0,0,0,0,0,0,"norm-var-mean"
8300,8,0.5,0.143865784595216,0,0,0,0,0,0,"norm-var-mean"
8304,8,0.5,0.117370596167428,0,0,0,0,0,0,"norm-var-mean"
8308,8,0.5,0.53160109256372,0,0,0,0,0,0,"norm-var-mean"
8312,8,0.5,0.0763163431820512,0,0,0,0,0,0,"norm-var-mean"
8316,8,0.5,0.207008394662459,0,0,0,0,0,0,"norm-var-mean"
8320,8,0.5,0.711125013503852,0,0,0,0,0,0,"norm-var-mean"
8324,8,0.5,0.46543843511589,0,0,0,0,0,0,"norm-var-mean"
8328,8,0.5,0.0352129843856348,1,0,0,0,0,0,"norm-var-mean"
8332,8,0.5,0.623029089038875,0,0,0,0,0,0,"norm-var-mean"
8336,8,0.5,0.307143704032254,0,0,0,0,0,0,"norm-var-mean"
8340,8,0.5,0.0620242453919149,0,0,0,0,0,0,"norm-var-mean"
8344,8,0.5,0.958810806714409,0,0,0,0,0,0,"norm-var-mean"
8348,8,0.5,0.25343158298149,0,0,0,0,0,0,"norm-var-mean"
8352,8,0.5,0.333940440828498,0,0,0,0,0,0,"norm-var-mean"
8356,8,0.5,0.321329270642923,0,0,1,0,0,0,"norm-var-mean"
8360,8,0.5,0.184105958628588,0,0,0,0,0,0,"norm-var-mean"
8364,8,0.5,0.685352246855641,0,0,0,0,0,0,"norm-var-mean"
8368,8,0.5,0.0165242073644488,1,0,1,0,0,0,"norm-var-mean"
8372,8,0.5,0.353964086840393,0,0,0,0,0,0,"norm-var-mean"
8376,8,0.5,0.0631493807821384,0,0,0,0,0,0,"norm-var-mean"
8380,8,0.5,0.00764813364419012,1,0,1,1,1,0,"norm-var-mean"
8384,8,0.5,0.772092505269557,0,0,0,0,0,0,"norm-var-mean"
8388,8,0.5,0.739284274931401,0,0,0,0,0,0,"norm-var-mean"
8392,8,0.5,0.0474781540627174,1,0,0,0,0,0,"norm-var-mean"
8396,8,0.5,0.12653371128481,0,0,0,0,0,0,"norm-var-mean"
8400,8,0.5,0.517732934398636,0,0,1,0,0,0,"norm-var-mean"
8404,8,0.5,0.531992073341854,0,0,0,0,0,0,"norm-var-mean"
8408,8,0.5,0.0960164527806757,0,0,1,0,0,0,"norm-var-mean"
8412,8,0.5,0.171212375492727,0,0,0,0,0,0,"norm-var-mean"
8416,8,0.5,0.402297699668004,0,0,0,0,0,0,"norm-var-mean"
8420,8,0.5,0.843070655277749,0,0,0,0,0,0,"norm-var-mean"
8424,8,0.5,0.632105843636338,0,0,0,0,0,0,"norm-var-mean"
8428,8,0.5,0.58860305467747,0,0,0,0,0,0,"norm-var-mean"
8432,8,0.5,0.699330652579471,0,0,0,0,0,0,"norm-var-mean"
8436,8,0.5,0.212284606250282,0,0,0,0,0,0,"norm-var-mean"
8440,8,0.5,0.0822727378178347,0,0,0,0,0,0,"norm-var-mean"
8444,8,0.5,0.671508067921283,0,0,0,0,0,0,"norm-var-mean"
8448,8,0.5,0.258679333140617,0,0,0,0,0,0,"norm-var-mean"
8452,8,0.5,0.0625277211054062,0,0,0,0,0,0,"norm-var-mean"
8456,8,0.5,0.0834628775344952,0,0,0,0,0,0,"norm-var-mean"
8460,8,0.5,0.51915164460067,0,0,0,0,0,0,"norm-var-mean"
8464,8,0.5,0.564259931461744,0,0,0,0,0,0,"norm-var-mean"
8468,8,0.5,0.145063825096801,0,0,0,0,0,0,"norm-var-mean"
8472,8,0.5,0.928137649382603,0,0,1,1,1,0,"norm-var-mean"
8476,8,0.5,0.317311175535137,0,0,0,0,0,0,"norm-var-mean"
8480,8,0.5,0.176676607430864,0,0,0,0,0,0,"norm-var-mean"
8484,8,0.5,0.890423416286361,0,0,0,0,0,0,"norm-var-mean"
8488,8,0.5,0.807680262065685,0,0,0,0,0,0,"norm-var-mean"
8492,8,0.5,0.792580013682741,0,0,0,0,0,0,"norm-var-mean"
8496,8,0.5,0.497595264531564,0,0,0,0,0,0,"norm-var-mean"
8500,8,0.5,0.0254582771549086,1,0,0,0,0,0,"norm-var-mean"
8504,8,0.5,0.504614900295141,0,0,0,0,0,0,"norm-var-mean"
8508,8,0.5,0.621284963427109,0,0,0,0,0,0,"norm-var-mean"
8512,8,0.5,0.705216903004385,0,0,0,0,0,0,"norm-var-mean"
8516,8,0.5,0.105569126377116,0,0,0,0,0,0,"norm-var-mean"
8520,8,0.5,0.640692124847833,0,0,0,0,0,0,"norm-var-mean"
8524,8,0.5,0.615700678462916,0,0,0,0,0,0,"norm-var-mean"
8528,8,0.5,0.436942923730112,0,0,0,0,0,0,"norm-var-mean"
8532,8,0.5,NA,NA,0,0,0,0,0,"norm-var-mean"
8536,8,0.5,0.654034469199258,0,0,0,0,0,0,"norm-var-mean"
8540,8,0.5,0.498431379620047,0,0,0,0,0,0,"norm-var-mean"
8544,8,0.5,0.241873521526735,0,0,0,0,0,0,"norm-var-mean"
8548,8,0.5,0.0945777356033284,0,0,0,0,0,0,"norm-var-mean"
8552,8,0.5,0.734426689897128,0,0,0,0,0,0,"norm-var-mean"
8556,8,0.5,0.916426025373476,0,0,0,0,0,0,"norm-var-mean"
8560,8,0.5,0.0235058354847834,1,0,0,0,0,0,"norm-var-mean"
8564,8,0.5,0.556070975967189,0,0,0,0,0,0,"norm-var-mean"
8568,8,0.5,0.94881876662733,0,0,0,0,0,0,"norm-var-mean"
8572,8,0.5,0.312998260056603,0,0,0,0,0,0,"norm-var-mean"
8576,8,0.5,0.735490279468608,0,0,0,0,0,0,"norm-var-mean"
8580,8,0.5,0.103375999507605,0,0,0,0,0,0,"norm-var-mean"
8584,8,0.5,0.466670922882412,0,0,0,0,0,0,"norm-var-mean"
8588,8,0.5,0.290748256596105,0,0,0,0,0,0,"norm-var-mean"
8592,8,0.5,0.585825695780327,0,0,0,0,0,0,"norm-var-mean"
8596,8,0.5,0.000455301600000609,1,0,0,0,0,0,"norm-var-mean"
8600,8,0.5,0.917800998147733,0,0,0,0,0,0,"norm-var-mean"
8604,8,0.5,0.99025033476085,0,0,0,0,0,0,"norm-var-mean"
8608,8,0.5,0.082342105504283,0,0,0,0,0,0,"norm-var-mean"
8612,8,0.5,0.213402729112791,0,0,0,0,0,0,"norm-var-mean"
8616,8,0.5,0.190590109525986,0,0,0,0,0,0,"norm-var-mean"
8620,8,0.5,0.13172021739897,0,0,0,0,0,0,"norm-var-mean"
8624,8,0.5,0.477999487277296,0,0,1,0,0,0,"norm-var-mean"
8628,8,0.5,0.234671056968539,0,0,0,0,0,0,"norm-var-mean"
8632,8,0.5,0.0912797707848317,0,0,0,0,0,0,"norm-var-mean"
8636,8,0.5,0.0146480670464951,1,0,0,0,0,0,"norm-var-mean"
