ln_MWI,H_prime,StandID
1.266784452,0.005208333,1
1.263250883,0.505208333,1
1.318021201,0.955729167,1
1.318021201,1.421875,1
1.59540636,1.005208333,1
1.699646643,0.552083333,1
1.697879859,0.875,1
1.876325088,2.5,1
2.102473498,1.46875,1
2.482332155,1.276041667,1
2.482332155,1.40625,1
2.482332155,1.434895833,1
2.614840989,1.4765625,1
2.616607774,1.026041667,1
1.876325088,2.309895833,2
1.879858657,1.528645833,2
