t_disturbance,heterogeneity
-1.000792467,9.645378732
0.005496287,10.51035778
1.007498541,19.16579751
2.007933486,9.634489387
3.001891473,8.680837712
4.006594033,10.11585507
5.003667758,14.29248528
6.013506564,13.88166429
7.006331556,13.33518284
7.997117156,13.5216078
9.007182561,13.02935276
11.01500149,16.4694258
12.99906528,15.94650122
15.99447854,14.46986201
18.01687534,12.67101149
20.00033486,12.36524436
24.00875931,9.337707535
27.00371937,8.023936416
